basin,WaterYear,site_name,sampsize,totalyield,totalyield_z
Staunton River,1971,Rapidan River NWIS,365,517.4625214296653,0.1890380004652335
Staunton River,1972,Rapidan River NWIS,366,723.1160167472435,1.3105607963286094
Staunton River,1973,Rapidan River NWIS,365,938.1623893398263,2.4833072583222267
Staunton River,1974,Rapidan River NWIS,365,452.3695122772619,-0.165944021615302
Staunton River,1975,Rapidan River NWIS,365,560.6237576706021,0.4244160098061599
Staunton River,1976,Rapidan River NWIS,366,404.37589326336035,-0.42767522971829297
Staunton River,1977,Rapidan River NWIS,365,304.89271420517514,-0.9702026151459896
Staunton River,1978,Rapidan River NWIS,365,601.9581675836325,0.6498314976364915
Staunton River,1979,Rapidan River NWIS,365,723.3788694562949,1.3119942526610695
Staunton River,1980,Rapidan River NWIS,366,675.2620382350254,1.0495911119022376
Staunton River,1981,Rapidan River NWIS,365,264.7682481684965,-1.1890197242959673
Staunton River,1982,Rapidan River NWIS,365,482.9425679987895,7.848680539204315e-4
Staunton River,1983,Rapidan River NWIS,365,467.4892929507213,-0.083488925641595
Staunton River,1984,Rapidan River NWIS,366,707.7169550704172,1.2265826530016641
Staunton River,1985,Rapidan River NWIS,365,240.42398023676853,-1.321780178436933
Staunton River,1986,Rapidan River NWIS,365,457.3472854549206,-0.13879794231934584
Staunton River,1987,Rapidan River NWIS,365,458.742047642324,-0.13119166465523135
Staunton River,1988,Rapidan River NWIS,366,302.76196443242816,-0.9818225705409912
Staunton River,1989,Rapidan River NWIS,365,338.1747956593626,-0.788700166150354
Staunton River,1990,Rapidan River NWIS,365,476.96266886787276,-0.03182626350953849
Staunton River,1991,Rapidan River NWIS,365,523.0522485705841,0.21952134528519748
Staunton River,1992,Rapidan River NWIS,366,436.03157358029296,-0.255042291779752
Staunton River,1993,Rapidan River NWIS,365,741.5732054109385,1.4112163081735163
Staunton River,1994,Rapidan River NWIS,365,510.59138733212154,0.1515665560245281
Staunton River,1995,NA,NA,NA,NA
Staunton River,1996,NA,NA,NA,NA
Staunton River,1997,NA,NA,NA,NA
Staunton River,1998,NA,NA,NA,NA
Staunton River,1999,Rapidan River NWIS,365,323.35811701602796,-0.8695023077906934
Staunton River,2000,Rapidan River NWIS,366,390.6894812689462,-0.5023135091290557
Staunton River,2001,Rapidan River NWIS,365,281.5177156380738,-1.0976771990610101
Staunton River,2002,Rapidan River NWIS,365,150.4329874927263,-1.8125423200137813
Staunton River,2003,Rapidan River NWIS,365,864.8110409178609,2.0832887260064292
Staunton River,2004,Rapidan River NWIS,366,662.0109760399775,0.9773269945421115
Staunton River,2005,Rapidan River NWIS,365,450.25272655468325,-0.17748782464264182
Staunton River,2006,Rapidan River NWIS,365,465.5407329619355,-0.0941153166161605
Staunton River,2007,Rapidan River NWIS,365,413.2096335413298,-0.3795007939802566
Staunton River,2008,Rapidan River NWIS,366,303.54312982714,-0.9775625175029623
Staunton River,2009,Rapidan River NWIS,365,322.351883989191,-0.874989757813391
Staunton River,2010,Rapidan River NWIS,365,538.1887039627738,0.3020673761449945
Staunton River,2011,Rapidan River NWIS,365,546.1369591771269,0.34541285586305753
Staunton River,2012,Rapidan River NWIS,366,374.0049055619159,-0.593302149831937
Staunton River,2013,Rapidan River NWIS,365,515.7950495566213,0.17994451185619223
Staunton River,2014,Rapidan River NWIS,365,636.131484004447,0.8361942595093733
Staunton River,2015,Rapidan River NWIS,365,382.91602310611233,-0.5447057403860328
Staunton River,2016,Rapidan River NWIS,366,574.3497618543171,0.49927020357699925
Staunton River,2017,Rapidan River NWIS,365,291.42159500776836,-1.0436668042294468
Staunton River,2018,Rapidan River NWIS,365,912.5905171153572,2.34385211515357
Staunton River,2019,Rapidan River NWIS,365,826.4039066274745,1.8738370142135568
Staunton River,2020,Rapidan River NWIS,366,528.6444399556501,0.2500181287582779
Staunton River,2021,Rapidan River NWIS,365,625.1927042343345,0.7765400783238536
Staunton River,2022,Rapidan River NWIS,365,399.14676718267134,-0.45619205163216375
Staunton River,2023,Rapidan River NWIS,365,287.092164465279,-1.0672771738903701
Staunton River,2024,Rapidan River NWIS,366,421.753825131985,-0.33290539998344515
West Brook,1971,South River Conway NWIS,365,561.4678282492401,-1.0127452706237108
West Brook,1972,South River Conway NWIS,366,938.8000706385991,0.7108623686719164
West Brook,1973,South River Conway NWIS,365,1103.2168160742808,1.4618979988809113
West Brook,1974,South River Conway NWIS,365,775.0479610289423,-0.037137286185934384
West Brook,1975,South River Conway NWIS,365,882.5813183721588,0.4540619684079035
West Brook,1976,South River Conway NWIS,366,902.6816361639584,0.5458777673410525
West Brook,1977,South River Conway NWIS,365,619.3894640225968,-0.748166306294338
West Brook,1978,South River Conway NWIS,365,924.323594451627,0.6447355919407635
West Brook,1979,South River Conway NWIS,365,824.2978690130369,0.18783028376903146
West Brook,1980,South River Conway NWIS,366,611.8661010925024,-0.7825321101212044
West Brook,1981,South River Conway NWIS,365,416.0659598480627,-1.676923262828054
West Brook,1982,South River Conway NWIS,365,674.7626736701295,-0.49522824153621964
West Brook,1983,South River Conway NWIS,365,803.7374187262968,0.09391265574662801
West Brook,1984,South River Conway NWIS,366,1096.808782849871,1.4326268850515875
West Brook,1985,South River Conway NWIS,365,308.49248838990275,-2.1683057538040313
West Brook,1986,South River Conway NWIS,365,772.1534523428213,-0.050359048661926614
West Brook,1987,South River Conway NWIS,365,815.5002930200305,0.14764403015653807
West Brook,1988,South River Conway NWIS,366,675.7733920564517,-0.4906114032803362
West Brook,1989,South River Conway NWIS,365,725.4873652918537,-0.26352403988492623
West Brook,1990,South River Conway NWIS,365,901.7063125849394,0.5414226082458813
West Brook,1991,South River Conway NWIS,365,759.9422438232482,-0.10613835910752034
West Brook,1992,South River Conway NWIS,366,669.6894179566838,-0.5184022545715867
West Brook,1993,South River Conway NWIS,365,669.9686436587416,-0.5171267856370821
West Brook,1994,South River Conway NWIS,365,670.1613487207252,-0.5162465324287621
West Brook,1995,South River Conway NWIS,365,478.7737601200733,-1.3904816831001987
West Brook,1996,South River Conway NWIS,366,1189.3835080755196,1.8554969334583526
West Brook,1997,South River Conway NWIS,365,884.4021845700854,0.4623794630089693
West Brook,1998,South River Conway NWIS,365,864.1248927417702,0.36975526827226063
West Brook,1999,South River Conway NWIS,365,650.6942047040145,-0.6051700708202878
West Brook,2000,South River Conway NWIS,366,1040.135403947404,1.1737498057899867
West Brook,2001,South River Conway NWIS,365,829.8509210032582,0.21319594764960412
West Brook,2002,South River Conway NWIS,365,401.39874497729045,-1.7439213105919318
West Brook,2003,South River Conway NWIS,365,852.5472512729227,0.3168700148034093
West Brook,2004,South River Conway NWIS,366,1046.1124070739893,1.2010520267288636
West Brook,2005,South River Conway NWIS,365,864.4670425457002,0.37131816682580865
West Brook,2006,South River Conway NWIS,365,1284.0103455734752,2.2877407803161685
West Brook,2007,South River Conway NWIS,365,1004.3343429115813,1.0102149276001728
West Brook,2008,South River Conway NWIS,366,961.5203907221023,0.8146460183679817
West Brook,2009,South River Conway NWIS,365,891.4158622750151,0.4944170869215851
West Brook,2010,South River Conway NWIS,365,794.0966597682029,0.04987484523895377
West Brook,2011,South River Conway NWIS,365,1122.430690580956,1.5496646330557884
West Brook,2012,South River Conway NWIS,366,650.8357839332269,-0.6045233541774405
West Brook,2013,South River Conway NWIS,365,679.3569196580733,-0.4742422864758195
West Brook,2014,South River Conway NWIS,365,680.7160802585128,-0.4680338067044835
West Brook,2015,South River Conway NWIS,365,710.4331671945675,-0.33228977980592034
West Brook,2016,South River Conway NWIS,366,584.9656542665018,-0.905410068697341
West Brook,2017,South River Conway NWIS,365,578.5387438115304,-0.9347674114123777
West Brook,2018,South River Conway NWIS,365,824.3230386537858,0.18794525561664893
West Brook,2019,South River Conway NWIS,365,962.8685396047141,0.8208041979559846
West Brook,2020,South River Conway NWIS,366,660.1878785739821,-0.5618041270471278
West Brook,2021,South River Conway NWIS,365,814.3652995325108,0.14245951840304422
West Brook,2022,South River Conway NWIS,363,767.7845532947074,-0.07031564639912782
West Brook,2023,South River Conway NWIS,363,1014.6692333684529,1.0574234460929186
West Brook,2024,South River Conway NWIS,365,969.7705270288207,0.8523316342947985
