site_name,basin,subbasin,region,WaterYear,precip_total,sampsize,precip_total_z
South River Harriston NWIS,Paine Run,Paine Run,Shen,2007,1057.37,365,-0.15954566354922234
South River Harriston NWIS,Paine Run,Paine Run,Shen,2008,982.48,366,-0.45539352586100385
South River Harriston NWIS,Paine Run,Paine Run,Shen,2009,912.98,364,-0.7299485589851706
South River Harriston NWIS,Paine Run,Paine Run,Shen,2010,1248.05,365,0.5937227352438156
South River Harriston NWIS,Paine Run,Paine Run,Shen,2011,1198.14,365,0.3965566675714829
South River Harriston NWIS,Paine Run,Paine Run,Shen,2012,1141.82,366,0.1740683299376251
South River Harriston NWIS,Paine Run,Paine Run,Shen,2013,1144.35,364,0.18406292322977091
South River Harriston NWIS,Paine Run,Paine Run,Shen,2014,1145.18,365,0.1873417818987364
South River Harriston NWIS,Paine Run,Paine Run,Shen,2015,1196.73,365,0.3909865582663736
South River Harriston NWIS,Paine Run,Paine Run,Shen,2016,1223.89,366,0.49828029495201953
South River Harriston NWIS,Paine Run,Paine Run,Shen,2017,971.83,364,-0.49746562805916744
South River Harriston NWIS,Paine Run,Paine Run,Shen,2018,1479.49,365,1.5080107477079476
South River Harriston NWIS,Paine Run,Paine Run,Shen,2019,1215.52,365,0.4652151780131805
South River Harriston NWIS,Paine Run,Paine Run,Shen,2020,1210.78,366,0.4464901297108992
South River Harriston NWIS,Paine Run,Paine Run,Shen,2021,1013.41,364,-0.3332066600404216
South River Harriston NWIS,Paine Run,Paine Run,Shen,2022,1034.52,365,-0.24981303774903796
South River Harriston NWIS,Paine Run,Paine Run,Shen,2023,848.26,365,-0.9856205265218049
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,1981,434.05,364,-0.09830749507732942
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,1982,507.83,365,0.637751667375012
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,1983,432.72,365,-0.11157611375531264
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,1984,464.89,366,0.20936483577154832
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,1985,352.02,364,-0.9166719989532526
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,1986,487.19,365,0.4318386677407436
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,1987,373.76,365,-0.6997849537958398
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,1988,356.88,366,-0.8681866705509973
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,1989,439.98,364,-0.0391474133025613
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,1990,394.24,365,-0.4954681789649375
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,1991,387.68,365,-0.5609133959029609
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,1992,574.75,366,1.3053726913830184
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,1993,676.97,364,2.325160812633742
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,1994,356.19,365,-0.875070390015515
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,1995,476.90999999999997,365,0.32928122412445066
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,1996,422.16,366,-0.21692695077749657
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,1997,575.28,364,1.3106601860441696
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,1998,365.53,365,-0.7818907671190003
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,1999,382.41,365,-0.6134890503638423
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2000,332.15,366,-1.1149031667213203
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2001,375.4,364,-0.6834236495613341
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2002,436.89,365,-0.06997450481757565
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2003,319.98,365,-1.2363160158273783
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2004,441.62,366,-0.0227861090680556
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2005,437.87,364,-0.06019762789695614
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2006,370.68,365,-0.7305122812606433
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2007,495.77,365,0.5174362228212679
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2008,501.15,366,0.5711092818344637
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2009,507.6,364,0.6354570942201732
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2010,517.19,365,0.7311308183719485
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2011,529.32,365,0.8521446112771653
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2012,302.57,366,-1.4100052272436874
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2013,400.06,364,-0.43740550174248394
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2014,534.79,365,0.9067155467422541
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2015,447.69,365,0.037770669409657995
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2016,432.87,366,-0.11007965300215684
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2017,550.3100000000001,364,1.061549352668798
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2018,602.03,365,1.5775290203569934
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2019,593.24,365,1.4898364202220509
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2020,362.09,366,-0.8162096003913784
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2021,420.52,364,-0.23328825501200282
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2022,472.43,365,0.2845869296301912
Yellowstone River Livingston NWIS,Shields River,Shields River,Shields,2023,570.78,365,1.265766363449489
