site_name,basin,subbasin,region,WaterYear,eventdays,eventid,mindate,maxdate,totalyieldevent_little,totalyieldevent_big,hysteresis,numdays,totalyield_site,propyield
Staunton River 02,Staunton River,Staunton River,Shen,2022,5,19,2022-05-22,2022-05-26,14.915173911414524,8.854850636165171,0,352,556.0230175912207,0.026824741853366803
Staunton River 02,Staunton River,Staunton River,Shen,2022,14,20,2022-05-25,2022-06-07,42.0847829987384,23.287107192512302,-1.443910161821424,352,556.0230175912207,0.07568892234184173
Staunton River 02,Staunton River,Staunton River,Shen,2022,6,21,2022-06-06,2022-06-11,11.591570281237306,6.333107458704403,-0.13594683123120344,352,556.0230175912207,0.02084728494056562
Staunton River 02,Staunton River,Staunton River,Shen,2022,11,22,2022-06-20,2022-06-30,11.126184877799218,11.071848954069605,-0.085091069132778,352,556.0230175912207,0.020010295483808574
Staunton River 02,Staunton River,Staunton River,Shen,2022,5,23,2022-07-07,2022-07-11,3.705000768066408,3.4409062444244807,0.18756733195452568,352,556.0230175912207,0.006663394591319358
Staunton River 02,Staunton River,Staunton River,Shen,2022,12,24,2022-07-10,2022-07-21,7.725492867911397,11.36591542232073,-0.6600696414878536,352,556.0230175912207,0.013894196145654994
Staunton River 02,Staunton River,Staunton River,Shen,2022,5,25,2022-08-04,2022-08-08,2.0085805602373887,2.1578564583678945,0.5930071327184183,352,556.0230175912207,0.0036124054161262536
Staunton River 02,Staunton River,Staunton River,Shen,2022,5,26,2022-08-07,2022-08-11,2.237942282586221,2.442887364745382,-0.6787557040649623,352,556.0230175912207,0.004024909422421646
Staunton River 02,Staunton River,Staunton River,Shen,2022,5,27,2022-08-14,2022-08-18,2.3611885192840374,2.2818900804514697,0.19457267717213192,352,556.0230175912207,0.004246566139497387
Staunton River 02,Staunton River,Staunton River,Shen,2022,7,28,2022-08-19,2022-08-25,2.6757281426711295,3.1016619668051657,0.5987759766923527,352,556.0230175912207,0.004812261467632771
Staunton River 02,Staunton River,Staunton River,Shen,2022,18,29,2022-09-04,2022-09-21,9.25179520076177,11.67312452602442,1.0291551786068567,352,556.0230175912207,0.01663923058588834
Staunton River 03,Staunton River,Staunton River,Shen,2020,6,1,2019-10-14,2019-10-19,4.430936373375989,1.20255114390963,-0.4755538221373396,366,1254.9033279063447,0.003530898575883509
Staunton River 03,Staunton River,Staunton River,Shen,2020,28,2,2019-10-18,2019-11-14,86.48691257638909,33.09397748427259,-0.5607382848449426,366,1254.9033279063447,0.06891918337700331
Staunton River 03,Staunton River,Staunton River,Shen,2020,6,3,2019-11-22,2019-11-27,10.100384298367992,3.97893288326383,0.4246660862303013,366,1254.9033279063447,0.008048734969265935
Staunton River 03,Staunton River,Staunton River,Shen,2020,5,4,2019-11-30,2019-12-04,8.39347754554071,3.2708733982569305,0.015874011718807125,366,1254.9033279063447,0.006688545132432009
Staunton River 03,Staunton River,Staunton River,Shen,2020,16,5,2019-12-07,2019-12-22,29.405477533976153,15.631522041393618,-0.6994997785100006,366,1254.9033279063447,0.023432464381966105
Staunton River 03,Staunton River,Staunton River,Shen,2020,12,6,2020-01-10,2020-01-21,48.22161804772569,20.5107254531581,-2.091196694305961,366,1254.9033279063447,0.038426560018912106
Staunton River 03,Staunton River,Staunton River,Shen,2020,13,7,2020-01-23,2020-02-04,64.15037571916716,29.42307511942824,-1.9635095044276725,366,1254.9033279063447,0.05111977496003166
Staunton River 03,Staunton River,Staunton River,Shen,2020,19,8,2020-02-04,2020-02-22,75.23562339131765,38.99255655832659,-3.8895937134325838,366,1254.9033279063447,0.05995332207528626
Staunton River 03,Staunton River,Staunton River,Shen,2020,13,9,2020-04-11,2020-04-23,39.578287558932516,33.650896661575004,-2.054315728963701,366,1254.9033279063447,0.03153891353923185
Staunton River 03,Staunton River,Staunton River,Shen,2020,20,10,2020-04-22,2020-05-11,134.70046575063006,54.50908053951027,-1.530024603864744,366,1254.9033279063447,0.10733931670685869
Staunton River 03,Staunton River,Staunton River,Shen,2020,20,11,2020-05-20,2020-06-08,173.62407534433143,40.52038792968719,-1.2101175332009915,366,1254.9033279063447,0.13835653431089576
Staunton River 03,Staunton River,Staunton River,Shen,2020,13,12,2020-06-16,2020-06-28,72.47870173773318,18.853110556703434,-1.5812294105928553,366,1254.9033279063447,0.057756402525966026
Staunton River 03,Staunton River,Staunton River,Shen,2020,5,13,2020-07-04,2020-07-08,9.684489842194585,3.9781114685480445,1.4270974766485072,366,1254.9033279063447,0.0077173194355552414
Staunton River 03,Staunton River,Staunton River,Shen,2020,5,14,2020-07-21,2020-07-25,11.859949931007343,3.0326631306792033,0.7847449634612913,366,1254.9033279063447,0.009450887305235092
Staunton River 03,Staunton River,Staunton River,Shen,2020,6,15,2020-07-29,2020-08-03,8.457522129095931,5.047593428500462,0.4925875727597862,366,1254.9033279063447,0.006739580604353238
Staunton River 03,Staunton River,Staunton River,Shen,2020,26,16,2020-08-02,2020-08-27,152.66758066164383,72.79295069817452,-2.0819831130009026,366,1254.9033279063447,0.12165684580369336
Staunton River 03,Staunton River,Staunton River,Shen,2020,18,17,2020-08-29,2020-09-15,87.14174867639444,53.449455556147285,-3.0769200741177314,366,1254.9033279063447,0.06944100532570902
Staunton River 03,Staunton River,Staunton River,Shen,2021,11,1,2020-10-10,2020-10-20,58.16038860685063,19.015750670428915,-1.6079609366275311,365,1070.8409342511575,0.05431281784864003
Staunton River 03,Staunton River,Staunton River,Shen,2021,6,2,2020-10-23,2020-10-28,19.152018774172475,7.902009565854263,0.1528829099940822,365,1070.8409342511575,0.017885026768766122
Staunton River 03,Staunton River,Staunton River,Shen,2021,12,3,2020-10-27,2020-11-07,57.53480744007421,36.05189187581534,-2.497246440516605,365,1070.8409342511575,0.053728621683955785
Staunton River 03,Staunton River,Staunton River,Shen,2021,11,4,2020-11-09,2020-11-19,60.730236822544185,53.679451676567155,-1.7464931549617193,365,1070.8409342511575,0.05671265907014755
Staunton River 03,Staunton River,Staunton River,Shen,2021,12,5,2020-11-28,2020-12-09,57.51662194104001,36.717237795601406,-1.738224513871694,365,1070.8409342511575,0.053711639237307984
Staunton River 03,Staunton River,Staunton River,Shen,2021,10,6,2020-12-12,2020-12-21,36.38839289355991,29.97342297900437,2.1759851587831123,365,1070.8409342511575,0.03398113737499812
Staunton River 03,Staunton River,Staunton River,Shen,2021,21,7,2020-12-22,2021-01-11,167.67725902537433,89.03314104396502,-1.8400957965242775,365,1070.8409342511575,0.15658465572445787
Staunton River 03,Staunton River,Staunton River,Shen,2021,13,8,2021-02-14,2021-02-26,25.900103994053755,32.89765936719992,-0.1434241917281698,365,1070.8409342511575,0.024186695862692044
Staunton River 03,Staunton River,Staunton River,Shen,2021,16,9,2021-02-25,2021-03-12,79.88415321400717,49.030244385222545,-2.1292659257655635,365,1070.8409342511575,0.074599457920303
Staunton River 03,Staunton River,Staunton River,Shen,2021,6,10,2021-03-30,2021-04-04,11.939966126757817,9.446269231530563,0.2924167374006414,365,1070.8409342511575,0.011150083775147682
Staunton River 03,Staunton River,Staunton River,Shen,2021,4,11,2021-04-07,2021-04-10,9.215778371434899,6.439891371756488,0,365,1070.8409342511575,0.008606113267307551
Staunton River 03,Staunton River,Staunton River,Shen,2021,25,12,2021-04-09,2021-05-03,83.00589179169509,44.8738859233491,-2.3858212682192117,365,1070.8409342511575,0.07751467947920891
Staunton River 03,Staunton River,Staunton River,Shen,2021,6,13,2021-05-02,2021-05-07,10.772773358310701,5.569191773024106,0.6459295581709288,365,1070.8409342511575,0.010060106047257277
Staunton River 03,Staunton River,Staunton River,Shen,2021,5,14,2021-05-06,2021-05-10,8.71638875447839,4.2664280337886735,-0.3371831250184284,365,1070.8409342511575,0.008139760515014107
Staunton River 03,Staunton River,Staunton River,Shen,2021,19,15,2021-06-08,2021-06-26,22.091744226744193,24.96115038328267,-4.687778300173613,365,1070.8409342511575,0.020630276187744934
Staunton River 03,Staunton River,Staunton River,Shen,2021,5,16,2021-06-30,2021-07-04,3.6788473872312277,2.14307099348376,0.01992611797528779,365,1070.8409342511575,0.0034354751201249676
Staunton River 03,Staunton River,Staunton River,Shen,2021,13,17,2021-08-15,2021-08-27,16.3723257131017,17.619345653593964,0.06402725812685174,365,1070.8409342511575,0.01528922288028793
Staunton River 03,Staunton River,Staunton River,Shen,2021,15,18,2021-08-26,2021-09-09,39.05786601700602,20.906647346166597,-1.895926616806395,365,1070.8409342511575,0.036474012869445745
Staunton River 03,Staunton River,Staunton River,Shen,2022,5,1,2021-10-24,2021-10-28,14.616871584591818,3.3078370604672673,0.16900089339674818,352,957.0033473968825,0.01527358459544656
Staunton River 03,Staunton River,Staunton River,Shen,2022,15,2,2021-10-27,2021-11-10,101.20578109034663,37.04826792606287,-3.030967946409411,352,957.0033473968825,0.1057527973811519
Staunton River 03,Staunton River,Staunton River,Shen,2022,16,3,2021-11-10,2021-11-25,82.50460455744806,19.621954730678443,-2.218892046721675,352,957.0033473968825,0.08621140645105002
Staunton River 03,Staunton River,Staunton River,Shen,2022,7,4,2021-12-31,2022-01-06,11.914032023787307,4.863596532164562,-0.03322504018142816,352,957.0033473968825,0.012449310711602341
Staunton River 03,Staunton River,Staunton River,Shen,2022,5,5,2022-01-05,2022-01-09,8.041311403374102,3.5608327929291295,0.7690957111469642,352,957.0033473968825,0.008402594855333624
Staunton River 03,Staunton River,Staunton River,Shen,2022,9,6,2022-01-08,2022-01-16,15.869931535435192,7.249806281520761,-0.3350171730064049,352,957.0033473968825,0.016582942555637387
Staunton River 03,Staunton River,Staunton River,Shen,2022,5,7,2022-01-15,2022-01-19,9.369169102419006,4.171965341473368,-0.20888313992896607,352,957.0033473968825,0.009790111108705958
Staunton River 03,Staunton River,Staunton River,Shen,2022,10,8,2022-01-18,2022-01-27,17.994155957403773,9.711586184729203,2.587353966476026,352,957.0033473968825,0.018802605034088087
Staunton River 03,Staunton River,Staunton River,Shen,2022,16,9,2022-02-01,2022-02-16,61.20812011020807,30.03913615626719,-2.6938286073626534,352,957.0033473968825,0.06395810451102238
Staunton River 03,Staunton River,Staunton River,Shen,2022,5,10,2022-02-16,2022-02-20,15.10250347619202,5.725260569023306,-0.20123881693927573,352,957.0033473968825,0.015781035162804716
Staunton River 03,Staunton River,Staunton River,Shen,2022,6,11,2022-03-10,2022-03-15,15.991062772480376,7.162736321647523,-0.41993573118565075,352,957.0033473968825,0.016709516028316107
Staunton River 03,Staunton River,Staunton River,Shen,2022,7,12,2022-03-15,2022-03-21,19.023455202739402,9.470911673004121,0.7735867457876198,352,957.0033473968825,0.019878149072816265
Staunton River 03,Staunton River,Staunton River,Shen,2022,8,13,2022-03-22,2022-03-29,26.06408975490996,11.713373847097897,-1.8549735097290285,352,957.0033473968825,0.027235108242626472
Staunton River 03,Staunton River,Staunton River,Shen,2022,7,14,2022-03-30,2022-04-05,22.208605824885694,11.015171338680421,-0.6399964077451034,352,957.0033473968825,0.0232064034940888
Staunton River 03,Staunton River,Staunton River,Shen,2022,13,15,2022-04-04,2022-04-16,61.29556864034643,29.020581908693458,-1.4830597610433178,352,957.0033473968825,0.06404948196584134
Staunton River 03,Staunton River,Staunton River,Shen,2022,5,16,2022-04-17,2022-04-21,20.30387246952118,8.197718863536958,0.23849202065395017,352,957.0033473968825,0.02121609347004811
Staunton River 03,Staunton River,Staunton River,Shen,2022,8,17,2022-05-05,2022-05-12,40.37718443824356,14.358329231926456,-1.4065811196715212,352,957.0033473968825,0.042191267719253425
Staunton River 03,Staunton River,Staunton River,Shen,2022,13,18,2022-05-11,2022-05-23,70.6414919309565,31.451969467417847,-0.28521406337977767,352,957.0033473968825,0.07381530286503847
Staunton River 03,Staunton River,Staunton River,Shen,2022,5,19,2022-05-22,2022-05-26,21.08648146708855,8.854850636165171,0,352,957.0033473968825,0.02203386385684573
Staunton River 03,Staunton River,Staunton River,Shen,2022,14,20,2022-05-25,2022-06-07,57.08712789428451,23.287107192512302,-1.602910766444619,352,957.0033473968825,0.05965196260761843
Staunton River 03,Staunton River,Staunton River,Shen,2022,6,21,2022-06-06,2022-06-11,17.743037935957624,6.333107458704403,-0.42955894332306843,352,957.0033473968825,0.018540204675584423
Staunton River 03,Staunton River,Staunton River,Shen,2022,11,22,2022-06-20,2022-06-30,19.30446069651132,11.071848954069605,0.085091069132778,352,957.0033473968825,0.02017177970068844
Staunton River 03,Staunton River,Staunton River,Shen,2022,5,23,2022-07-07,2022-07-11,6.6225262091582096,3.4409062444244807,0.18756733195452568,352,957.0033473968825,0.00692006587769202
Staunton River 03,Staunton River,Staunton River,Shen,2022,12,24,2022-07-10,2022-07-21,14.374925380049874,11.36591542232073,-1.9340038895594291,352,957.0033473968825,0.015020768129130058
Staunton River 03,Staunton River,Staunton River,Shen,2022,5,25,2022-08-04,2022-08-08,2.967557172832755,2.1578564583678945,0,352,957.0033473968825,0.0031008848411081553
Staunton River 03,Staunton River,Staunton River,Shen,2022,5,26,2022-08-07,2022-08-11,3.1805647136941917,2.442887364745382,-0.6787557040649623,352,957.0033473968825,0.0033234624751789584
Staunton River 03,Staunton River,Staunton River,Shen,2022,5,27,2022-08-14,2022-08-18,3.8757251811232014,2.2818900804514697,0.19457267717213192,352,957.0033473968825,0.004049855407157614
Staunton River 03,Staunton River,Staunton River,Shen,2022,7,28,2022-08-19,2022-08-25,3.6878610693612215,3.1016619668051657,0.6675947832520079,352,957.0033473968825,0.0038535508568412714
Staunton River 03,Staunton River,Staunton River,Shen,2022,18,29,2022-09-04,2022-09-21,14.280677054620464,11.67312452602442,-0.5778614930545379,352,957.0033473968825,0.01492228537493095
Staunton River 06,Staunton River,Staunton River,Shen,2020,6,1,2019-10-14,2019-10-19,3.767802958821757,1.20255114390963,0,366,1051.5578444954103,0.003583067710963381
Staunton River 06,Staunton River,Staunton River,Shen,2020,28,2,2019-10-18,2019-11-14,74.83038446344885,33.09397748427259,-2.2757641813025282,366,1051.5578444954103,0.07116145331915258
Staunton River 06,Staunton River,Staunton River,Shen,2020,6,3,2019-11-22,2019-11-27,9.809485662651621,3.97893288326383,0.43115803465681274,366,1051.5578444954103,0.00932852692222433
Staunton River 06,Staunton River,Staunton River,Shen,2020,5,4,2019-11-30,2019-12-04,8.765289227704182,3.2708733982569305,0.8238389586785609,366,1051.5578444954103,0.008335527402118523
Staunton River 06,Staunton River,Staunton River,Shen,2020,16,5,2019-12-07,2019-12-22,37.15361716776513,15.631522041393618,-2.63657185187163,366,1051.5578444954103,0.03533197661189364
Staunton River 06,Staunton River,Staunton River,Shen,2020,12,6,2020-01-10,2020-01-21,52.66985724859792,20.5107254531581,-2.489516448872093,366,1051.5578444954103,0.050087455981911805
Staunton River 06,Staunton River,Staunton River,Shen,2020,13,7,2020-01-23,2020-02-04,62.43305885167497,29.42307511942824,-2.2200132968951265,366,1051.5578444954103,0.059371968150390676
Staunton River 06,Staunton River,Staunton River,Shen,2020,19,8,2020-02-04,2020-02-22,81.78863180158113,38.99255655832659,-3.5025175328714178,366,1051.5578444954103,0.0777785380326152
Staunton River 06,Staunton River,Staunton River,Shen,2020,13,9,2020-04-11,2020-04-23,45.73594410542378,33.650896661575004,-2.688166700212799,366,1051.5578444954103,0.04349351235867596
Staunton River 06,Staunton River,Staunton River,Shen,2020,20,10,2020-04-22,2020-05-11,94.47796775285273,54.50908053951027,-1.826311378130794,366,1051.5578444954103,0.08984571628409843
Staunton River 06,Staunton River,Staunton River,Shen,2020,20,11,2020-05-20,2020-06-08,89.70846554105654,40.52038792968719,-1.5442194067868942,366,1051.5578444954103,0.08531006259965006
Staunton River 06,Staunton River,Staunton River,Shen,2020,13,12,2020-06-16,2020-06-28,47.79796908683375,18.853110556703434,-2.673505290628454,366,1051.5578444954103,0.04545443632705683
Staunton River 06,Staunton River,Staunton River,Shen,2020,5,13,2020-07-04,2020-07-08,7.973481172164119,3.9781114685480445,0.6231398985197819,366,1051.5578444954103,0.007582541667967102
Staunton River 06,Staunton River,Staunton River,Shen,2020,5,14,2020-07-21,2020-07-25,8.201745738702327,3.0326631306792033,0.7847449634612913,366,1051.5578444954103,0.007799614430757189
Staunton River 06,Staunton River,Staunton River,Shen,2020,6,15,2020-07-29,2020-08-03,6.058022379406945,5.047593428500462,0.2418202222434819,366,1051.5578444954103,0.00576099775311351
Staunton River 06,Staunton River,Staunton River,Shen,2020,26,16,2020-08-02,2020-08-27,118.46825812288489,72.79295069817452,4.607868991779817,366,1051.5578444954103,0.11265976355274288
Staunton River 06,Staunton River,Staunton River,Shen,2020,18,17,2020-08-29,2020-09-15,75.49477110043287,53.449455556147285,-2.7007266652214397,366,1051.5578444954103,0.07179326510246235
Staunton River 06,Staunton River,Staunton River,Shen,2021,10,1,2020-10-10,2020-10-19,42.688138782438514,17.775414449593164,0.940674275771927,363,1109.0579529527854,0.0384904491859821
Staunton River 06,Staunton River,Staunton River,Shen,2021,5,2,2020-10-23,2020-10-27,19.19203593940935,6.719172375123478,0,363,1109.0579529527854,0.017304808904090144
Staunton River 06,Staunton River,Staunton River,Shen,2021,11,3,2020-10-27,2020-11-06,51.98562456788723,34.45013318003407,-2.248920175439792,363,1109.0579529527854,0.04687367727671878
Staunton River 06,Staunton River,Staunton River,Shen,2021,11,4,2020-11-09,2020-11-19,56.92490512548649,53.679451676567155,1.0771383813230486,363,1109.0579529527854,0.051327259295989094
Staunton River 06,Staunton River,Staunton River,Shen,2021,12,5,2020-11-28,2020-12-09,58.42436840097648,36.717237795601406,-2.0506773436997343,363,1109.0579529527854,0.052679274554973336
Staunton River 06,Staunton River,Staunton River,Shen,2021,10,6,2020-12-12,2020-12-21,46.74269252853362,29.97342297900437,-1.860997433281082,363,1109.0579529527854,0.042146302998941246
Staunton River 06,Staunton River,Staunton River,Shen,2021,21,7,2020-12-22,2021-01-11,138.9166958976548,89.03314104396502,-1.846576805338022,363,1109.0579529527854,0.12525648053629596
Staunton River 06,Staunton River,Staunton River,Shen,2021,13,8,2021-02-14,2021-02-26,45.47780528225108,32.89765936719992,1.2019586990279951,363,1109.0579529527854,0.041005797002013976
Staunton River 06,Staunton River,Staunton River,Shen,2021,16,9,2021-02-25,2021-03-12,89.31995995008215,49.030244385222545,-2.46078920931347,363,1109.0579529527854,0.08053678323326055
Staunton River 06,Staunton River,Staunton River,Shen,2021,6,10,2021-03-30,2021-04-04,17.944119514970826,9.446269231530563,-0.453530982890514,363,1109.0579529527854,0.016179604922534414
Staunton River 06,Staunton River,Staunton River,Shen,2021,4,11,2021-04-07,2021-04-10,11.971862900502813,6.439891371756488,0,363,1109.0579529527854,0.010794623372591673
Staunton River 06,Staunton River,Staunton River,Shen,2021,25,12,2021-04-09,2021-05-03,101.07351636959157,44.8738859233491,-3.5966221165394696,363,1109.0579529527854,0.09113456704448199
Staunton River 06,Staunton River,Staunton River,Shen,2021,6,13,2021-05-02,2021-05-07,14.119793901577701,5.569191773024106,1.2145258052913284,363,1109.0579529527854,0.012731340020586648
Staunton River 06,Staunton River,Staunton River,Shen,2021,5,14,2021-05-06,2021-05-10,12.015131483468734,4.2664280337886735,-0.3371831250184284,363,1109.0579529527854,0.010833637188642243
Staunton River 06,Staunton River,Staunton River,Shen,2021,19,15,2021-06-08,2021-06-26,32.785734363822804,24.96115038328267,-4.687778300173613,363,1109.0579529527854,0.029561786448159173
Staunton River 06,Staunton River,Staunton River,Shen,2021,5,16,2021-06-30,2021-07-04,4.6821235175084395,2.14307099348376,0.01992611797528779,363,1109.0579529527854,0.004221712224363595
Staunton River 06,Staunton River,Staunton River,Shen,2021,13,17,2021-08-15,2021-08-27,11.684621221688527,17.619345653593964,0.4774658265265223,363,1109.0579529527854,0.010535627277708149
Staunton River 06,Staunton River,Staunton River,Shen,2021,15,18,2021-08-26,2021-09-09,24.282791601070826,20.906647346166597,-1.9328855647209415,363,1109.0579529527854,0.021894970895271683
Staunton River 06,Staunton River,Staunton River,Shen,2022,5,1,2021-10-24,2021-10-28,11.452990541726715,3.3078370604672673,-0.0051867842857687045,336,785.4422961574393,0.014581581101192698
Staunton River 06,Staunton River,Staunton River,Shen,2022,15,2,2021-10-27,2021-11-10,105.71231736000871,37.04826792606287,-3.030967946409411,336,785.4422961574393,0.13458954003009158
Staunton River 06,Staunton River,Staunton River,Shen,2022,16,3,2021-11-10,2021-11-25,73.40434453701123,19.621954730678443,-2.7235749601502044,336,785.4422961574393,0.09345606277650417
Staunton River 06,Staunton River,Staunton River,Shen,2022,7,4,2021-12-31,2022-01-06,8.186528100933113,4.863596532164562,-0.3445835869913431,336,785.4422961574393,0.010422825637202699
Staunton River 06,Staunton River,Staunton River,Shen,2022,5,5,2022-01-05,2022-01-09,6.393932448137518,3.5608327929291295,0,336,785.4422961574393,0.008140550208994443
Staunton River 06,Staunton River,Staunton River,Shen,2022,9,6,2022-01-08,2022-01-16,13.41648657813325,7.249806281520761,0.9366564331036674,336,785.4422961574393,0.017081441429586522
Staunton River 06,Staunton River,Staunton River,Shen,2022,5,7,2022-01-15,2022-01-19,8.608905208232537,4.171965341473368,0,336,785.4422961574393,0.010960582655593213
Staunton River 06,Staunton River,Staunton River,Shen,2022,10,8,2022-01-18,2022-01-27,14.59553793211386,9.711586184729203,0.8169553672682556,336,785.4422961574393,0.01858257188786308
Staunton River 06,Staunton River,Staunton River,Shen,2022,16,9,2022-02-01,2022-02-16,59.94073237094751,30.03913615626719,-3.078114705241105,336,785.4422961574393,0.07631462255622225
Staunton River 06,Staunton River,Staunton River,Shen,2022,5,10,2022-02-16,2022-02-20,12.407844716222641,5.725260569023306,-0.8151958242758377,336,785.4422961574393,0.015797270884092458
Staunton River 06,Staunton River,Staunton River,Shen,2022,6,11,2022-03-10,2022-03-15,11.25964940195841,7.162736321647523,-0.5452277758761157,336,785.4422961574393,0.014335425348295032
Staunton River 06,Staunton River,Staunton River,Shen,2022,7,12,2022-03-15,2022-03-21,11.846966067014472,9.470911673004121,0.7735867457876198,336,785.4422961574393,0.015083178134119465
Staunton River 06,Staunton River,Staunton River,Shen,2022,8,13,2022-03-22,2022-03-29,19.017629187648822,11.713373847097897,0.925876276522141,336,785.4422961574393,0.02421263698261139
Staunton River 06,Staunton River,Staunton River,Shen,2022,7,14,2022-03-30,2022-04-05,17.10630790930816,11.015171338680421,-0.6399964077451034,336,785.4422961574393,0.02177920388677319
Staunton River 06,Staunton River,Staunton River,Shen,2022,13,15,2022-04-04,2022-04-16,57.6071742400334,29.020581908693458,-1.4830597610433178,336,785.4422961574393,0.07334361100982298
Staunton River 06,Staunton River,Staunton River,Shen,2022,5,16,2022-04-17,2022-04-21,18.324279949749204,8.197718863536958,0.23849202065395017,336,785.4422961574393,0.0233298869177223
Staunton River 06,Staunton River,Staunton River,Shen,2022,8,17,2022-05-05,2022-05-12,39.375848855965565,14.358329231926456,-1.5833053170819091,336,785.4422961574393,0.05013207087089795
Staunton River 06,Staunton River,Staunton River,Shen,2022,13,18,2022-05-11,2022-05-23,63.11750191447464,31.451969467417847,-0.8220974968951427,336,785.4422961574393,0.08035918389327858
Staunton River 06,Staunton River,Staunton River,Shen,2022,5,19,2022-05-22,2022-05-26,16.517799079081236,8.854850636165171,0,336,785.4422961574393,0.021029933274398428
Staunton River 06,Staunton River,Staunton River,Shen,2022,14,20,2022-05-25,2022-06-07,41.65383030567292,23.287107192512302,-1.4334795467047468,336,785.4422961574393,0.05303232396504854
Staunton River 06,Staunton River,Staunton River,Shen,2022,6,21,2022-06-06,2022-06-11,10.544210044716381,6.333107458704403,-0.42955894332306843,336,785.4422961574393,0.013424550850267464
Staunton River 06,Staunton River,Staunton River,Shen,2022,11,22,2022-06-20,2022-06-30,10.632290012634044,11.071848954069605,0.5083707149631481,336,785.4422961574393,0.01353669144716245
Staunton River 06,Staunton River,Staunton River,Shen,2022,5,23,2022-07-07,2022-07-11,3.5926949334313107,3.4409062444244807,-0.25467566298124916,336,785.4422961574393,0.00457410423529212
Staunton River 06,Staunton River,Staunton River,Shen,2022,12,24,2022-07-10,2022-07-21,7.75783953096443,11.36591542232073,-1.7215341996443858,336,785.4422961574393,0.009877033066486908
Staunton River 06,Staunton River,Staunton River,Shen,2022,5,25,2022-08-04,2022-08-08,2.424162683899466,2.1578564583678945,0.33464397482276526,336,785.4422961574393,0.003086366364224356
Staunton River 06,Staunton River,Staunton River,Shen,2022,5,26,2022-08-07,2022-08-11,2.472620691726778,2.442887364745382,-0.6787557040649623,336,785.4422961574393,0.0031480615492995422
Staunton River 06,Staunton River,Staunton River,Shen,2022,5,27,2022-08-14,2022-08-18,3.186376992257002,2.2818900804514697,0,336,785.4422961574393,0.004056793233373701
Staunton River 06,Staunton River,Staunton River,Shen,2022,7,28,2022-08-19,2022-08-25,3.4518791885438387,3.1016619668051657,0.9341246848529042,336,785.4422961574393,0.004394822134523707
Staunton River 07,Staunton River,Staunton River,Shen,2020,6,1,2019-10-14,2019-10-19,2.357814563440933,1.20255114390963,-0.050294662152185775,366,931.4860559648384,0.0025312397843666005
Staunton River 07,Staunton River,Staunton River,Shen,2020,28,2,2019-10-18,2019-11-14,59.491138178561116,33.09397748427259,-2.2366017192094994,366,931.4860559648384,0.06386691222869662
Staunton River 07,Staunton River,Staunton River,Shen,2020,6,3,2019-11-22,2019-11-27,9.031127837478728,3.97893288326383,-0.17485792308581083,366,931.4860559648384,0.009695397778256848
Staunton River 07,Staunton River,Staunton River,Shen,2020,5,4,2019-11-30,2019-12-04,7.599699225968641,3.2708733982569305,-0.44200288862531395,366,931.4860559648384,0.00815868275998703
Staunton River 07,Staunton River,Staunton River,Shen,2020,16,5,2019-12-07,2019-12-22,31.81389227854104,15.631522041393618,1.2233732745748052,366,931.4860559648384,0.03415391145666484
Staunton River 07,Staunton River,Staunton River,Shen,2020,12,6,2020-01-10,2020-01-21,44.90528658614757,20.5107254531581,-2.489516448872093,366,931.4860559648384,0.04820822201104709
Staunton River 07,Staunton River,Staunton River,Shen,2020,13,7,2020-01-23,2020-02-04,53.436386948804014,29.42307511942824,-2.510753768790327,366,931.4860559648384,0.05736681360565758
Staunton River 07,Staunton River,Staunton River,Shen,2020,19,8,2020-02-04,2020-02-22,70.82911545870735,38.99255655832659,-3.7828007298073794,366,931.4860559648384,0.07603883601385976
Staunton River 07,Staunton River,Staunton River,Shen,2020,13,9,2020-04-11,2020-04-23,40.29070665484174,33.650896661575004,-2.688166700212799,366,931.4860559648384,0.043254224147358175
Staunton River 07,Staunton River,Staunton River,Shen,2020,20,10,2020-04-22,2020-05-11,88.16233947919702,54.50908053951027,-1.4767527789653327,366,931.4860559648384,0.09464697717656972
Staunton River 07,Staunton River,Staunton River,Shen,2020,20,11,2020-05-20,2020-06-08,94.69488871620501,40.52038792968719,-1.1846267294914288,366,931.4860559648384,0.10166001746329903
Staunton River 07,Staunton River,Staunton River,Shen,2020,13,12,2020-06-16,2020-06-28,42.301727969615605,18.853110556703434,-2.0741131937264106,366,931.4860559648384,0.045413162868873265
Staunton River 07,Staunton River,Staunton River,Shen,2020,5,13,2020-07-04,2020-07-08,7.94310383628641,3.9781114685480445,0.8039575781287253,366,931.4860559648384,0.008527345938698888
Staunton River 07,Staunton River,Staunton River,Shen,2020,5,14,2020-07-21,2020-07-25,7.241587925214922,3.0326631306792033,0.7847449634612913,366,931.4860559648384,0.007774231164109102
Staunton River 07,Staunton River,Staunton River,Shen,2020,6,15,2020-07-29,2020-08-03,5.772342109726678,5.047593428500462,0.4925875727597862,366,931.4860559648384,0.006196917358840819
Staunton River 07,Staunton River,Staunton River,Shen,2020,26,16,2020-08-02,2020-08-27,90.26160093658659,72.79295069817452,-5.222527696707536,366,931.4860559648384,0.09690064640108124
Staunton River 07,Staunton River,Staunton River,Shen,2020,18,17,2020-08-29,2020-09-15,57.8240636562409,53.449455556147285,-3.3787164071848332,366,931.4860559648384,0.062077218747355715
