site_name,basin,subbasin,region,WaterYear,eventdays,eventid,mindate,maxdate,totalyieldevent_little,totalyieldevent_big,hysteresis,numdays,totalyield_site,propyield
Avery Brook,West Brook,West Brook,Mass,2021,14,1,2020-10-11,2020-10-24,10.014129553643517,9.895601570676263,0.4167161286286951,365,872.0646293378321,0.01148324243037738
Avery Brook,West Brook,West Brook,Mass,2021,16,2,2020-10-25,2020-11-09,11.567265454573752,11.61932868633774,0.303770950715487,365,872.0646293378321,0.013264229582796976
Avery Brook,West Brook,West Brook,Mass,2021,4,3,2020-11-12,2020-11-15,2.0947815940027126,2.2495366419310163,0,365,872.0646293378321,0.0024020944360434644
Avery Brook,West Brook,West Brook,Mass,2021,6,4,2020-11-14,2020-11-19,5.3953958368925,4.573795654835266,-0.32646095003228726,365,872.0646293378321,0.006186921995665942
Avery Brook,West Brook,West Brook,Mass,2021,5,5,2020-11-21,2020-11-25,4.195295652770504,3.4962204102739047,0,365,872.0646293378321,0.004810762312371316
Avery Brook,West Brook,West Brook,Mass,2021,19,6,2020-11-24,2020-12-12,67.49042695412942,44.30250047439318,-0.5234123176844024,365,872.0646293378321,0.07739154264905299
Avery Brook,West Brook,West Brook,Mass,2021,5,7,2020-12-11,2020-12-15,11.92039991240187,7.118289024292201,0.3548055414988702,365,872.0646293378321,0.013669170278644548
Avery Brook,West Brook,West Brook,Mass,2021,10,8,2020-12-14,2020-12-23,19.390392118881863,38.34044182200258,0.5765511842335018,365,872.0646293378321,0.022235040232746504
Avery Brook,West Brook,West Brook,Mass,2021,17,9,2020-12-23,2021-01-08,125.18198416643688,86.39479187052545,0.049848094310348666,365,872.0646293378321,0.14354668215529953
Avery Brook,West Brook,West Brook,Mass,2021,6,10,2021-01-14,2021-01-19,16.800950928968867,11.294876286059228,0,365,872.0646293378321,0.0192657176587084
Avery Brook,West Brook,West Brook,Mass,2021,9,11,2021-01-28,2021-02-05,10.911242918273057,22.88864205601139,-1.6631341048132842,365,872.0646293378321,0.012511965915368083
Avery Brook,West Brook,West Brook,Mass,2021,7,12,2021-02-14,2021-02-20,8.051090422605533,15.259094704007591,-0.09094362224920566,365,872.0646293378321,0.00923221760377876
Avery Brook,West Brook,West Brook,Mass,2021,8,13,2021-03-09,2021-03-16,19.905966525632014,15.495060086028328,-0.13939368846420144,365,872.0646293378321,0.022826251468021155
Avery Brook,West Brook,West Brook,Mass,2021,20,14,2021-03-16,2021-04-04,63.17157885743176,51.82586340448764,0.06860909222658745,365,872.0646293378321,0.07243910225483931
Avery Brook,West Brook,West Brook,Mass,2021,13,15,2021-04-13,2021-04-25,39.237262144117516,42.85524613133266,0.7411723123546893,365,872.0646293378321,0.04499352550729042
Avery Brook,West Brook,West Brook,Mass,2021,23,16,2021-04-27,2021-05-19,84.53961097853156,88.23138909392019,0.29754746478292005,365,872.0646293378321,0.09694191019159139
Avery Brook,West Brook,West Brook,Mass,2021,9,17,2021-05-27,2021-06-04,15.936364684824204,17.98056210998008,0.19150679772223272,365,872.0646293378321,0.018274293152933923
Avery Brook,West Brook,West Brook,Mass,2021,9,18,2021-06-29,2021-07-07,12.646720569242747,17.245136669348785,-0.2942851371742734,365,872.0646293378321,0.014502045082192517
Avery Brook,West Brook,West Brook,Mass,2021,21,19,2021-07-06,2021-07-26,112.3510285795254,96.3132034281304,-0.48344207814394374,365,872.0646293378321,0.12883337404113585
Avery Brook,West Brook,West Brook,Mass,2021,11,20,2021-07-25,2021-08-04,35.621188628094885,30.52605492074921,-0.17638127846993074,365,872.0646293378321,0.04084695953686647
Avery Brook,West Brook,West Brook,Mass,2021,5,21,2021-08-17,2021-08-21,6.842200459177083,6.563770376543472,0.002145316177552787,365,872.0646293378321,0.007845978645381408
Avery Brook,West Brook,West Brook,Mass,2021,10,22,2021-08-20,2021-08-29,39.79897420667388,41.79733466860636,-0.45704480391824015,365,872.0646293378321,0.045637642977096396
Avery Brook,West Brook,West Brook,Mass,2021,9,23,2021-08-31,2021-09-08,35.703770862922724,32.339055605941866,-0.06520696349487425,365,872.0646293378321,0.040941656915993684
Avery Brook,West Brook,West Brook,Mass,2021,6,24,2021-09-07,2021-09-12,11.39051171484437,9.808294379328592,0,365,872.0646293378321,0.013061545362174942
Avery Brook,West Brook,West Brook,Mass,2021,5,25,2021-09-14,2021-09-18,6.208016145105841,6.622761722048656,0,365,872.0646293378321,0.0071187569547679665
Avery Brook,West Brook,West Brook,Mass,2021,6,26,2021-09-22,2021-09-27,7.309934841796845,10.626307703667143,0,365,872.0646293378321,0.008382331533555437
Avery Brook,West Brook,West Brook,Mass,2022,12,1,2021-10-02,2021-10-13,28.249238940203096,33.48348770874244,-0.5170987559461446,365,602.1549298793135,0.046913572468575374
Avery Brook,West Brook,West Brook,Mass,2022,5,2,2021-10-15,2021-10-19,6.9204051754570415,8.026755745072034,0.1133974681977229,365,602.1549298793135,0.011492731906793587
Avery Brook,West Brook,West Brook,Mass,2022,17,3,2021-10-23,2021-11-08,45.74781748275903,61.05604259786543,0.14199268053950842,365,602.1549298793135,0.07597349986311332
Avery Brook,West Brook,West Brook,Mass,2022,9,4,2021-11-10,2021-11-18,31.00380985756107,30.16424133498408,0.424304502383556,365,602.1549298793135,0.051488094374275054
Avery Brook,West Brook,West Brook,Mass,2022,6,5,2021-12-09,2021-12-14,10.364886912844966,13.304514789602496,0,365,602.1549298793135,0.017212990209882265
Avery Brook,West Brook,West Brook,Mass,2022,5,6,2021-12-14,2021-12-18,9.200779659005528,11.145431544112762,-0.21373672268220703,365,602.1549298793135,0.015279754764856926
Avery Brook,West Brook,West Brook,Mass,2022,5,7,2021-12-17,2021-12-21,10.181274329308946,12.215141275940097,0,365,602.1549298793135,0.016908064393576453
Avery Brook,West Brook,West Brook,Mass,2022,5,8,2021-12-20,2021-12-24,9.988177122252523,11.45611929710673,-0.24128418457180903,365,602.1549298793135,0.016587387442388617
Avery Brook,West Brook,West Brook,Mass,2022,5,9,2021-12-24,2021-12-28,10.90860251026005,11.849394933807957,-0.22516646201050927,365,602.1549298793135,0.018115939883522
Avery Brook,West Brook,West Brook,Mass,2022,5,10,2021-12-31,2022-01-04,12.211609122467891,11.412858977069597,0.1998061940807261,365,602.1549298793135,0.020279845794695054
Avery Brook,West Brook,West Brook,Mass,2022,7,11,2022-01-15,2022-01-21,7.991368562416618,20.87900355246812,-0.0790393525801453,365,602.1549298793135,0.013271283129772403
Avery Brook,West Brook,West Brook,Mass,2022,5,12,2022-01-27,2022-01-31,4.0358983900906065,10.115049375955548,0.5288828936513357,365,602.1549298793135,0.00670242522285668
Avery Brook,West Brook,West Brook,Mass,2022,11,13,2022-01-31,2022-02-10,22.766119021299534,85.28575457502801,0.37991593238598,365,602.1549298793135,0.037807743309288225
Avery Brook,West Brook,West Brook,Mass,2022,13,14,2022-02-15,2022-03-01,42.842009699452774,59.54979690929973,-0.4631439864220305,365,602.1549298793135,0.07114781856562954
Avery Brook,West Brook,West Brook,Mass,2022,11,15,2022-03-04,2022-03-14,30.473400526843108,45.317151617082345,-0.42851987611905845,365,602.1549298793135,0.05060724244664196
Avery Brook,West Brook,West Brook,Mass,2022,10,16,2022-03-14,2022-03-23,34.148292605576515,46.49304577081901,0.027212181060962477,365,602.1549298793135,0.056710143704080715
Avery Brook,West Brook,West Brook,Mass,2022,8,17,2022-03-22,2022-03-29,28.987893081841566,39.35902572105876,0,365,602.1549298793135,0.04814025700603571
Avery Brook,West Brook,West Brook,Mass,2022,6,18,2022-03-30,2022-04-04,18.664349399726564,26.85286047395975,0.10405704871594156,365,602.1549298793135,0.03099592558922893
Avery Brook,West Brook,West Brook,Mass,2022,39,19,2022-04-06,2022-05-14,114.65194741223547,116.11069897967015,0.3150618839209186,365,602.1549298793135,0.19040273810465108
Avery Brook,West Brook,West Brook,Mass,2022,14,20,2022-05-14,2022-05-27,17.614821956767315,14.873684580040392,-0.09759423000211585,365,602.1549298793135,0.02925297308501278
Avery Brook,West Brook,West Brook,Mass,2022,6,21,2022-05-26,2022-05-31,5.987576818230525,4.845155844159112,0,365,602.1549298793135,0.009943581827737557
Avery Brook,West Brook,West Brook,Mass,2022,8,22,2022-05-30,2022-06-06,5.915903637561686,5.403607248274853,1.343487405364403,365,602.1549298793135,0.009824554020918466
Avery Brook,West Brook,West Brook,Mass,2022,16,23,2022-06-06,2022-06-21,10.083579232827718,10.336856835055041,1.04729141381051,365,602.1549298793135,0.016745821934645147
Avery Brook,West Brook,West Brook,Mass,2022,11,24,2022-06-20,2022-06-30,3.795308581010769,3.3967216741884942,-0.2618975700943053,365,602.1549298793135,0.0063028772043291935
Avery Brook,West Brook,West Brook,Mass,2022,5,25,2022-07-01,2022-07-05,1.4231799190103178,1.1597698526319173,0,365,602.1549298793135,0.002363477982810101
Avery Brook,West Brook,West Brook,Mass,2022,6,26,2022-07-04,2022-07-09,1.5230985169761824,1.426410734315349,0,365,602.1549298793135,0.002529413015486643
Avery Brook,West Brook,West Brook,Mass,2022,5,27,2022-07-12,2022-07-16,1.0418841566058106,0.933636361528712,0.027883712781642436,365,602.1549298793135,0.001730259281966901
Avery Brook,West Brook,West Brook,Mass,2022,8,28,2022-07-17,2022-07-24,1.5941115956417689,1.711142295287037,-0.04493111259360495,365,602.1549298793135,0.0026473445894751165
Avery Brook,West Brook,West Brook,Mass,2022,5,29,2022-07-27,2022-07-31,0.666529312230567,0.7291330304440741,0,365,602.1549298793135,0.0011069066765992527
Avery Brook,West Brook,West Brook,Mass,2022,8,30,2022-09-04,2022-09-11,3.9427892654214416,3.2240736696766557,-0.17438006307939025,365,602.1549298793135,0.006547798697274923
Avery Brook,West Brook,West Brook,Mass,2022,7,31,2022-09-11,2022-09-17,1.4278701174544737,1.584507540269242,0.049346554871117075,365,602.1549298793135,0.0023712670055539586
Avery Brook,West Brook,West Brook,Mass,2022,12,32,2022-09-18,2022-09-29,3.5726110104401188,3.3668327257992012,0.11662138083707249,365,602.1549298793135,0.005933042865157904
Avery Brook,West Brook,West Brook,Mass,2023,8,1,2022-10-03,2022-10-10,1.9673124229537706,2.521290106891564,0.7635394274685872,365,1147.193814214965,0.0017148910659878515
Avery Brook,West Brook,West Brook,Mass,2023,11,2,2022-10-12,2022-10-22,7.090433554610359,7.010138224199364,-0.5875062252818,365,1147.193814214965,0.0061806762438502225
Avery Brook,West Brook,West Brook,Mass,2023,9,3,2022-10-22,2022-10-30,4.754402049524558,4.620988731239413,-0.09977421159701677,365,1147.193814214965,0.004144375597752013
Avery Brook,West Brook,West Brook,Mass,2023,13,4,2022-11-10,2022-11-22,11.71465142074684,11.283078016958191,0.30636939841714317,365,1147.193814214965,0.010211571293001855
Avery Brook,West Brook,West Brook,Mass,2023,17,5,2022-11-26,2022-12-12,25.69815315090008,20.737424323255677,-0.31644208394187184,365,1147.193814214965,0.022400881901970118
Avery Brook,West Brook,West Brook,Mass,2023,5,6,2022-12-15,2022-12-19,7.373547829583875,3.7164547668265913,0,365,1147.193814214965,0.006427464773796449
Avery Brook,West Brook,West Brook,Mass,2023,23,7,2022-12-21,2023-01-12,98.9435925648513,94.22490979724688,-0.27394637426687274,365,1147.193814214965,0.08624836652606892
Avery Brook,West Brook,West Brook,Mass,2023,8,8,2023-01-11,2023-01-18,27.379641406445934,26.671953681077188,-0.2035719720128001,365,1147.193814214965,0.023866622245677004
Avery Brook,West Brook,West Brook,Mass,2023,6,9,2023-01-17,2023-01-22,18.32839222228223,17.052431607365186,0.07629839837905754,365,1147.193814214965,0.015976718140538887
Avery Brook,West Brook,West Brook,Mass,2023,5,10,2023-01-21,2023-01-25,13.569751623052582,13.249456200464323,0,365,1147.193814214965,0.011828647831699202
Avery Brook,West Brook,West Brook,Mass,2023,10,11,2023-01-24,2023-02-02,40.22703298467715,34.891414488132824,-0.16875282564900776,365,1147.193814214965,0.03506559439758213
Avery Brook,West Brook,West Brook,Mass,2023,5,12,2023-02-15,2023-02-19,12.872128032247799,11.971310381185337,0,365,1147.193814214965,0.011220534728088916
Avery Brook,West Brook,West Brook,Mass,2023,5,13,2023-03-13,2023-03-17,10.276467986619958,10.94879372576215,0,365,1147.193814214965,0.008957917885612237
Avery Brook,West Brook,West Brook,Mass,2023,24,14,2023-03-20,2023-04-12,139.97779133066228,123.55933953879138,-0.39277394838677476,365,1147.193814214965,0.12201756110971566
Avery Brook,West Brook,West Brook,Mass,2023,22,15,2023-04-21,2023-05-12,152.88414044044708,111.98523755067428,-0.05707914523983507,365,1147.193814214965,0.13326792608715998
Avery Brook,West Brook,West Brook,Mass,2023,7,16,2023-05-18,2023-05-24,17.527896945602297,14.826491503636243,-0.19429163403342775,365,1147.193814214965,0.015278932581759774
Avery Brook,West Brook,West Brook,Mass,2023,5,17,2023-06-13,2023-06-17,7.248267417808872,6.858727104069391,0,365,1147.193814214965,0.006318258805090338
Avery Brook,West Brook,West Brook,Mass,2023,8,18,2023-06-24,2023-07-01,16.791605274291253,19.93514202438518,-1.379023599586285,365,1147.193814214965,0.01463711281060376
Avery Brook,West Brook,West Brook,Mass,2023,35,19,2023-06-30,2023-08-03,327.225174434271,289.95819418344735,-0.03282647639679943,365,1147.193814214965,0.28523966079628327
Avery Brook,West Brook,West Brook,Mass,2023,5,20,2023-08-13,2023-08-17,10.302767840117927,10.240897579699942,0,365,1147.193814214965,0.008980843265066072
Avery Brook,West Brook,West Brook,Mass,2023,6,21,2023-08-16,2023-08-21,10.876535449786303,11.692084679127468,0,365,1147.193814214965,0.009480992065171842
Avery Brook,West Brook,West Brook,Mass,2023,6,22,2023-08-23,2023-08-28,6.735472387914519,8.089679846944232,0,365,1147.193814214965,0.005871259332516244
Avery Brook,West Brook,West Brook,Mass,2023,6,23,2023-09-07,2023-09-12,10.810073600722083,8.876231120346684,-0.5856105110334957,365,1147.193814214965,0.00942305778393646
Avery Brook,West Brook,West Brook,Mass,2023,5,24,2023-09-17,2023-09-21,6.109313524514388,6.9727770387127475,0,365,1147.193814214965,0.0053254414806054775
Avery Brook,West Brook,West Brook,Mass,2023,6,25,2023-09-23,2023-09-28,9.834095417809335,10.67350078007129,0,365,1147.193814214965,0.008572305129224302
Avery Brook,West Brook,West Brook,Mass,2024,9,1,2023-10-05,2023-10-13,18.231600423279136,22.224006229986315,-0.07343635436692282,345,993.4028472670193,0.018352675828780484
Avery Brook,West Brook,West Brook,Mass,2024,8,2,2023-10-19,2023-10-26,20.904492403287403,23.714520893083964,0,345,993.4028472670193,0.02104331838870644
Avery Brook,West Brook,West Brook,Mass,2024,9,3,2023-10-28,2023-11-05,19.845827758914727,25.13031318520838,-0.603206534944803,345,993.4028472670193,0.01997762319034336
Avery Brook,West Brook,West Brook,Mass,2024,23,4,2023-11-19,2024-01-01,134.9893271338668,129.10452601627867,-2.349301125049751,345,993.4028472670193,0.13588578642112817
Avery Brook,West Brook,West Brook,Mass,2024,10,5,2024-01-08,2024-01-18,74.46676708880935,60.42286882277645,-0.12678890814107158,345,993.4028472670193,0.07496129822224401
Avery Brook,West Brook,West Brook,Mass,2024,8,6,2024-01-17,2024-01-24,25.318837694505326,26.392727979019316,1.6734337695037498,345,993.4028472670193,0.025486979188916913
Avery Brook,West Brook,West Brook,Mass,2024,10,7,2024-01-23,2024-02-01,45.76254415731246,43.60640259743201,-0.4311425497500544,345,993.4028472670193,0.04606645157421401
Avery Brook,West Brook,West Brook,Mass,2024,6,8,2024-02-26,2024-03-02,12.857710014808356,15.129313743896187,-0.32647433803199244,345,993.4028472670193,0.012943097606556687
Avery Brook,West Brook,West Brook,Mass,2024,17,9,2024-03-01,2024-03-17,104.61456361699597,95.99465016240241,-0.5604612676318274,345,993.4028472670193,0.10530930518752213
Avery Brook,West Brook,West Brook,Mass,2024,12,10,2024-03-21,2024-04-01,69.3459389430588,57.905904747888606,-0.33367390146586473,345,993.4028472670193,0.06980646284016451
Avery Brook,West Brook,West Brook,Mass,2024,6,11,2024-04-01,2024-04-06,27.213677865944216,22.393114753767843,-0.24532331897978438,345,993.4028472670193,0.027394402926076356
Avery Brook,West Brook,West Brook,Mass,2024,23,12,2024-04-05,2024-04-27,161.21264741547174,110.8054106405706,-0.1449153368099166,345,993.4028472670193,0.16228325483361433
Avery Brook,West Brook,West Brook,Mass,2024,5,13,2024-04-26,2024-04-30,13.352717032825616,10.03246149224829,0,345,993.4028472670193,0.01344139194845342
Avery Brook,West Brook,West Brook,Mass,2024,5,14,2024-04-29,2024-05-03,11.46336613067692,9.37175842259023,0,345,993.4028472670193,0.011539493934624947
Avery Brook,West Brook,West Brook,Mass,2024,9,15,2024-05-03,2024-05-11,20.375438018786646,16.836130007179513,-0.24150218592141526,345,993.4028472670193,0.0205107505729847
Avery Brook,West Brook,West Brook,Mass,2024,6,16,2024-05-14,2024-05-19,10.845823335529758,8.770046698437353,0.025194350602284286,345,993.4028472670193,0.010917850059890639
Avery Brook,West Brook,West Brook,Mass,2024,9,17,2024-05-25,2024-06-02,23.40162353937728,15.184372333034359,-0.41957243278582684,345,993.4028472670193,0.02355703288324389
Avery Brook,West Brook,West Brook,Mass,2024,10,18,2024-06-17,2024-06-26,19.558579160868216,18.613735885069055,-0.14277270607253806,345,993.4028472670193,0.019688466984644163
Avery Brook,West Brook,West Brook,Mass,2024,6,19,2024-07-04,2024-07-09,7.55042042424459,7.739664530280139,-0.25630403374235805,345,993.4028472670193,0.0076005624958865176
Avery Brook,West Brook,West Brook,Mass,2024,8,20,2024-07-14,2024-07-21,12.858092179126029,17.575488204177816,-0.3249775283731612,345,993.4028472670193,0.012943482308813908
Avery Brook,West Brook,West Brook,Mass,2024,5,21,2024-08-01,2024-08-05,2.9390173139507336,4.683912833111609,0.018621416192043667,345,993.4028472670193,0.0029585352226806612
Avery Brook,West Brook,West Brook,Mass,2024,31,22,2024-08-05,2024-09-04,39.21961310108321,45.66323417737942,0.28070433592728505,345,993.4028472670193,0.039480069147155634
Avery Brook,West Brook,West Brook,Mass,2024,6,23,2024-09-05,2024-09-10,3.1310722546862335,2.9338362497911503,0.23853280158817078,345,993.4028472670193,0.0031518655933997185
Avery Brook,West Brook,West Brook,Mass,2024,7,24,2024-09-24,2024-09-30,2.9442633877660485,3.0345148127866644,0.12909626412048597,345,993.4028472670193,0.002963816135484311
Big Creek NWIS,Flathead,Big Creek,Flat,2019,23,1,2018-10-26,2018-11-17,15.930004396521602,14.488731457564809,1.69608349581936,329,565.6929625443863,0.02816016010676759
Big Creek NWIS,Flathead,Big Creek,Flat,2019,131,2,2019-03-23,2019-07-31,476.1263242792658,350.9459003792835,2.343572065090101,329,565.6929625443863,0.841669166499322
Big Creek NWIS,Flathead,Big Creek,Flat,2020,5,1,2019-12-21,2019-12-25,2.2540771252783265,2.3822082560749314,0.9161779912597177,347,719.1079656703986,0.0031345461778843338
Big Creek NWIS,Flathead,Big Creek,Flat,2020,5,2,2020-01-31,2020-02-04,2.718279797810389,2.1873334216712483,-0.22573908512840266,347,719.1079656703986,0.003780071877351872
Big Creek NWIS,Flathead,Big Creek,Flat,2020,132,3,2020-04-08,2020-08-17,630.1573728463472,505.27766292632754,1.7195767656883199,347,719.1079656703986,0.8763042587893934
Big Creek NWIS,Flathead,Big Creek,Flat,2021,26,1,2020-11-03,2020-11-28,17.93367010717533,24.061881811806806,1.4267820024274713,352,554.2484690836662,0.03235673368087944
Big Creek NWIS,Flathead,Big Creek,Flat,2021,6,2,2021-01-11,2021-01-16,3.3132221428446185,3.1155690036127797,-0.5016833221280371,352,554.2484690836662,0.005977864311149722
Big Creek NWIS,Flathead,Big Creek,Flat,2021,8,3,2021-03-18,2021-03-25,4.390849821108711,3.9472777984197767,0.961733431129769,352,554.2484690836662,0.00792216860493645
Big Creek NWIS,Flathead,Big Creek,Flat,2021,118,4,2021-03-27,2021-07-22,444.2266805691536,356.8479973888555,1.580569624752328,352,554.2484690836662,0.8014937439585342
Big Creek NWIS,Flathead,Big Creek,Flat,2021,6,5,2021-08-07,2021-08-12,3.9453870993514815,4.34674085461175,0.5717857425771794,352,554.2484690836662,0.007118444739909436
Big Creek NWIS,Flathead,Big Creek,Flat,2021,6,6,2021-08-20,2021-08-25,3.3355934305928843,4.018914030381255,0.22682766310582025,352,554.2484690836662,0.006018227594038445
Big Creek NWIS,Flathead,Big Creek,Flat,2022,37,1,2021-10-23,2021-11-28,40.3021667929531,58.48976922312417,1.5187846717999212,340,841.8580309147927,0.047872877982953185
Big Creek NWIS,Flathead,Big Creek,Flat,2022,22,2,2021-11-27,2021-12-18,31.79836309459932,49.80539381457374,-0.44321635311363117,340,841.8580309147927,0.037771645487596164
Big Creek NWIS,Flathead,Big Creek,Flat,2022,11,3,2021-12-17,2022-01-10,8.802402696575083,10.951844276144689,0.34458306350181944,340,841.8580309147927,0.010455922938705094
Big Creek NWIS,Flathead,Big Creek,Flat,2022,10,4,2022-03-01,2022-03-10,12.23100620851617,9.90158426518403,-0.3125658161971206,340,841.8580309147927,0.014528585295106738
Big Creek NWIS,Flathead,Big Creek,Flat,2022,24,5,2022-03-22,2022-04-14,40.4479824253738,35.787761645162384,0.1971104822025606,340,841.8580309147927,0.04804608489797454
Big Creek NWIS,Flathead,Big Creek,Flat,2022,116,6,2022-04-24,2022-08-17,647.4997709330719,544.2228825581988,0.7736235512076584,340,841.8580309147927,0.7691317860678667
Big Creek NWIS,Flathead,Big Creek,Flat,2022,12,7,2022-08-23,2022-09-03,6.799069037438531,9.015237666338615,1.6291451719129675,340,841.8580309147927,0.008076265578948534
Buck Creek,Shields River,Shields River,Shields,2022,5,1,2021-11-23,2021-11-27,1.8552231802184258,1.7131504886245235,0,329,173.90855739232643,0.01066780846231254
Buck Creek,Shields River,Shields River,Shields,2022,5,2,2021-12-07,2021-12-11,1.8334661570322257,1.5389092510392652,0,329,173.90855739232643,0.010542702351880505
Buck Creek,Shields River,Shields River,Shields,2022,5,3,2022-03-10,2022-03-14,1.4160838571303629,1.3290217144670993,0.2938680768364388,329,173.90855739232643,0.008142692219197526
Buck Creek,Shields River,Shields River,Shields,2022,16,4,2022-03-23,2022-04-07,5.02439321152319,5.759271440795176,-2.445274697816762,329,173.90855739232643,0.028891006209593728
Buck Creek,Shields River,Shields River,Shields,2022,6,5,2022-04-08,2022-04-13,2.01303140367012,2.239864458729579,-0.3195873825326089,329,173.90855739232643,0.011575229154071191
Buck Creek,Shields River,Shields River,Shields,2022,6,6,2022-04-26,2022-05-01,2.036776741895934,2.545784188841101,0,329,173.90855739232643,0.01171176837089792
Buck Creek,Shields River,Shields River,Shields,2022,98,7,2022-04-30,2022-08-05,91.34267322409967,253.70588261040072,1.7272520873499186,329,173.90855739232643,0.5252339194444384
Buck Creek,Shields River,Shields River,Shields,2022,8,8,2022-08-04,2022-08-11,4.061511548403834,7.376655753036962,0.6057135152610221,329,173.90855739232643,0.023354293827194065
Buck Creek,Shields River,Shields River,Shields,2022,6,9,2022-08-12,2022-08-17,2.900731794118152,4.8548131082915456,1.03967004740079,329,173.90855739232643,0.016679638067345296
Buck Creek,Shields River,Shields River,Shields,2022,5,10,2022-08-24,2022-08-28,2.3073727950903313,3.311913599903,0.9657937518582611,329,173.90855739232643,0.013267735812936726
CycloneCreekUpper,Flathead,Coal Creek,Flat,2019,24,1,2018-10-26,2018-11-18,9.739983364727152,14.93979688423751,0.9268240568215391,354,374.0923030670391,0.026036310517144483
CycloneCreekUpper,Flathead,Coal Creek,Flat,2019,133,2,2019-03-21,2019-07-31,316.80980617817175,351.61248158855216,4.759803808671748,354,374.0923030670391,0.8468760345528893
CycloneCreekUpper,Flathead,Coal Creek,Flat,2020,5,1,2019-12-21,2019-12-25,2.5268570258757195,2.3822082560749314,-0.3231896649473123,356,483.3420590244914,0.005227885673710181
CycloneCreekUpper,Flathead,Coal Creek,Flat,2020,5,2,2020-01-31,2020-02-04,2.3370762016625704,2.1873334216712483,-0.44558014915170396,356,483.3420590244914,0.004835242781022184
CycloneCreekUpper,Flathead,Coal Creek,Flat,2020,5,3,2020-03-29,2020-04-02,2.2094325097366765,2.0489176514405947,-1.18310455305463,356,483.3420590244914,0.004571157151512698
CycloneCreekUpper,Flathead,Coal Creek,Flat,2020,123,4,2020-04-07,2020-08-17,395.95390826318476,409.5243042622922,13.48795940693387,356,483.3420590244914,0.8192001934661378
Dugout Creek,Shields River,Shields River,Shields,2021,13,1,2021-04-03,2021-04-15,7.51996348430516,6.1582971757232485,-0.07432075301524278,344,162.05853451285168,0.04640276124247444
Dugout Creek,Shields River,Shields River,Shields,2021,70,2,2021-04-17,2021-07-16,94.98791776047874,93.63271878665525,5.744055413762294,344,162.05853451285168,0.5861333872110631
Dugout Creek,Shields River,Shields River,Shields,2021,5,3,2021-08-18,2021-08-22,4.0780698207472454,2.795840316062693,0.1078728840656125,344,162.05853451285168,0.02516417807310138
Dugout Creek,Shields River,Shields River,Shields,2021,5,4,2021-08-21,2021-08-25,4.036893866384669,2.739976713172763,0.2682014255407416,344,162.05853451285168,0.02491009732082041
Dugout Creek,Shields River,Shields River,Shields,2022,7,1,2021-10-24,2021-10-30,1.7831498713388558,2.758597914136073,0.6297038015479648,332,334.34850550015494,0.005333207243356526
Dugout Creek,Shields River,Shields River,Shields,2022,5,2,2021-12-07,2021-12-11,0.7028298069895912,1.5389092510392652,-1.180745747185457,332,334.34850550015494,0.002102087478866465
Dugout Creek,Shields River,Shields River,Shields,2022,4,3,2022-02-27,2022-03-02,0.268097546541102,1.0603443862821973,-0.6452897261078376,332,334.34850550015494,8.018505904192767e-4
Dugout Creek,Shields River,Shields River,Shields,2022,5,4,2022-03-01,2022-03-05,0.3723577035293083,1.4843757339324286,0.691373294822011,332,334.34850550015494,0.0011136813755823285
Dugout Creek,Shields River,Shields River,Shields,2022,5,5,2022-03-10,2022-03-14,0.3563081581915907,1.3290217144670993,0.2938680768364388,332,334.34850550015494,0.001065678931803766
Dugout Creek,Shields River,Shields River,Shields,2022,103,6,2022-03-23,2022-08-05,300.44489306524486,203.19720508320532,10.41774792470057,332,334.34850550015494,0.898597984207546
Dugout Creek,Shields River,Shields River,Shields,2022,8,7,2022-08-04,2022-08-11,2.491227755878467,7.376655753036962,0.6354405018001819,332,334.34850550015494,0.007450991151139787
Dugout Creek,Shields River,Shields River,Shields,2022,6,8,2022-08-12,2022-08-17,1.4422311229440998,4.8548131082915456,0.8087798433413439,332,334.34850550015494,0.004313556361756884
Dugout Creek,Shields River,Shields River,Shields,2022,5,9,2022-08-24,2022-08-28,1.3727518572661657,3.311913599903,0,332,334.34850550015494,0.004105751438047117
EF Duck Creek ab HF,Shields River,Duck Creek,Shields,2023,7,1,2022-10-20,2022-10-26,1.4071479809758805,3.2773313695425665,0.12287396673482602,363,196.143302704202,0.007174081202751844
EF Duck Creek ab HF,Shields River,Duck Creek,Shields,2023,109,2,2023-04-07,2023-07-24,150.1419844815956,262.22907230846437,14.21854387649785,363,196.143302704202,0.7654708695714193
EF Duck Creek ab HF,Shields River,Duck Creek,Shields,2023,6,3,2023-08-07,2023-08-12,2.478857093383896,5.54113737236783,-0.21149980047292657,363,196.143302704202,0.012637989975738239
EF Duck Creek ab HF,Shields River,Duck Creek,Shields,2023,8,4,2023-09-21,2023-09-28,2.2222506861876106,5.163393009969255,0.8844052061469054,363,196.143302704202,0.01132973012868516
EF Duck Creek be HF,Shields River,Duck Creek,Shields,2022,7,1,2021-10-24,2021-10-30,2.583254590960926,2.758597914136073,-0.7611591266499371,355,91.8286737190604,0.028131241434065635
EF Duck Creek be HF,Shields River,Duck Creek,Shields,2022,5,2,2021-12-07,2021-12-11,0.8849049668842991,1.5389092510392652,1.180745747185457,355,91.8286737190604,0.009636477704029214
