site_name,agneventid,eventlen,mindate,isevent,n_little,n_big,yield_little_cumul,yield_big_cumul,yield_little_cumul_log,yield_big_cumul_log,yield_little_mean,yield_big_mean,yield_little_mean_log,yield_big_mean_log,yield_little_q10_log,yield_little_q50_log,yield_little_q90_log,yield_big_q10_log,yield_big_q50_log,yield_big_q90_log,site_name_cd
NF Spread Creek Lower,2013_9,4,2012-09-24,1,4,4,2.7637823147230507,1.5581330309816666,1.0166001454678129,0.44348832954259726,0.6909455786807627,0.38953325774541664,-0.3697074367244447,-0.9468021895003382,-0.3744285978544152,-0.3707371146692552,-0.36416253323862585,-1.048919459314996,-0.9244797401836484,-0.8625428791390324,7
NF Spread Creek Lower,2014_10,3,2013-09-08,1,3,3,1.7608303243037473,2.149695319752734,0.5657854729717263,0.7653261203545992,0.5869434414345824,0.7165651065842447,-0.5332483138739533,-0.3342786409343833,-0.5600530777923237,-0.5395606772701077,-0.5039186045971213,-0.37769253380258505,-0.3354030754327573,-0.290414974266832,7
NF Spread Creek Lower,2014_11,2,2013-09-11,2,2,2,1.0937916989345464,1.2777645846297747,0.08965028270311443,0.24511213290733086,0.5468958494672732,0.6388822923148874,-0.603984951835048,-0.44821427243550455,-0.6289811661347573,-0.603984951835048,-0.5789887375353385,-0.4633609363457517,-0.44821427243550455,-0.4330676085252574,7
NF Spread Creek Lower,2014_12,4,2013-09-13,1,4,4,2.212160369387594,2.653807057771423,0.7939695807552543,0.9759952346130161,0.5530400923468985,0.6634517644428557,-0.592618409010692,-0.4109158487219805,-0.6204538720949289,-0.5855998086271713,-0.5703978262332716,-0.44944796627226513,-0.3953394467211798,-0.3848448527723363,7
NF Spread Creek Lower,2014_13,4,2013-09-17,1,4,4,2.713130031460693,2.5435898294634534,0.9981029615590843,0.9335764019220136,0.6782825078651733,0.6358974573658633,-0.40496285556902134,-0.46064979694813957,-0.6030598073072192,-0.40374514340561163,-0.20784007356155115,-0.5860554726276082,-0.4640085453407188,-0.33255712255460756,7
NF Spread Creek Lower,2014_14,3,2013-09-21,2,3,3,1.7214971857200867,1.6244279625692681,0.5431943690115366,0.48515573077275115,0.5738323952400288,0.5414759875230895,-0.5555044982166214,-0.6150306680582811,-0.5687096205726644,-0.5536554129613229,-0.5430390099626978,-0.6606275104584065,-0.6428481914942972,-0.5583068162837493,7
NF Spread Creek Lower,2014_15,5,2013-09-24,1,5,5,3.1563349908208767,2.832847916908098,1.1494115414638189,1.0412825367064227,0.6312669981641753,0.5665695833816197,-0.465638861991539,-0.5715945163810724,-0.5926328206680908,-0.44096022336131335,-0.36330229614476356,-0.6693667566832695,-0.5555977868519771,-0.48269355142092185,7
NF Spread Creek Lower,2014_16,1,2013-09-29,2,1,1,0.5822306621091535,0.4800966869167126,-0.5408885831193303,-0.7337677642882312,0.5822306621091535,0.4800966869167126,-0.5408885831193303,-0.7337677642882312,-0.5408885831193303,-0.5408885831193303,-0.5408885831193303,-0.7337677642882312,-0.7337677642882312,-0.7337677642882312,7
NF Spread Creek Lower,2014_17,6,2013-09-30,1,6,6,4.39133881729448,3.293538652554763,1.479634150364204,1.1919625650415138,0.7318898028824133,0.5489231087591272,-0.32351607578387437,-0.6109596292495852,-0.44966276999550847,-0.37042125528857484,-0.15046420206753988,-0.7504143266296737,-0.6140883131392602,-0.46837624797982186,7
NF Spread Creek Lower,2014_18,4,2013-10-06,2,4,4,2.426396035834113,1.9423338836774064,0.8864070436265216,0.6638902828345102,0.6065990089585283,0.4855834709193516,-0.5009526679381096,-0.7228125324074871,-0.5446808947739733,-0.5104382533115608,-0.4496359728034848,-0.7523577465820852,-0.723699280151745,-0.6925579200374825,7
NF Spread Creek Lower,2014_19,3,2013-10-10,1,3,3,1.7396537261344458,1.4444693337548142,0.553686085453015,0.36774201103788956,0.5798845753781486,0.4814897779182714,-0.5465617689675899,-0.7341563866282649,-0.5981005201361832,-0.5625289815316008,-0.48863613277339235,-0.7949677429810522,-0.7839661704434441,-0.653421116749406,7
NF Spread Creek Lower,2014_2,17,2013-06-19,1,17,17,28.049979109675917,28.26397864657492,3.3339878872153412,3.341588154557511,1.6499987711574067,1.6625869792102894,0.46929429759015606,0.49027263994681125,0.14247986731337645,0.48434282501394443,0.7978512289164722,0.3539165272240412,0.5398656131418132,0.6882975940752505,7
NF Spread Creek Lower,2014_20,3,2013-10-13,1,3,3,1.6448900943193803,1.3722330189190914,0.497673570021414,0.31643935374501825,0.5482966981064601,0.4574110063063638,-0.6015931267590979,-0.7845509818167787,-0.6383695381197582,-0.592573645092348,-0.5684245080651376,-0.8508291974587724,-0.7901017765491456,-0.7160524482818383,7
NF Spread Creek Lower,2014_21,3,2013-10-16,1,3,3,1.7093186848941788,1.2889632729268234,0.5360948612338468,0.2538382308644103,0.5697728949647263,0.42965442430894113,-0.5637787354178114,-0.8487445020310957,-0.6131492902597867,-0.5630510399508263,-0.51469925876263,-0.9359024847906745,-0.8496212949130646,-0.7612358021187293,7
NF Spread Creek Lower,2014_22,3,2013-10-19,1,3,3,1.6580895696158735,1.2798370380258925,0.5056660779414295,0.24673275578413373,0.5526965232052912,0.42661234600863085,-0.5929873951243867,-0.8550617310419385,-0.6011089666954763,-0.5957612483538455,-0.5837562822615137,-0.9320490688226777,-0.8602014529308831,-0.7760185045056213,7
NF Spread Creek Lower,2014_23,9,2013-10-22,2,9,9,4.583625854778897,3.5952823060804118,1.5224903562687286,1.2796225155114267,0.5092917616420997,0.39947581178671243,-0.6756294941497187,-0.9186213189838958,-0.7338702309349644,-0.6623150349820995,-0.6313804001543023,-0.942231431322378,-0.9149457127334419,-0.886023971822698,7
NF Spread Creek Lower,2014_3,19,2013-07-06,2,19,19,20.082257426948637,16.344397305881,2.999836710165476,2.793885166194471,1.056960917207823,0.8602314371516315,0.042214259062999575,-0.15812547368995736,-0.1454775340202021,0.0431310983303112,0.2859564667878106,-0.3682934589240932,-0.11572032496137942,-0.034965674037906236,7
NF Spread Creek Lower,2014_4,2,2013-07-25,1,2,2,1.617713565292317,1.9354408397522858,0.4810137728609855,0.6603351246951499,0.8088567826461585,0.9677204198761429,-0.21258231121177504,-0.032812242907051856,-0.2365548471854983,-0.21258231121177504,-0.18860977523805178,-0.03330154251177084,-0.032812242907051856,-0.03232294330233288,7
NF Spread Creek Lower,2014_5,3,2013-07-27,1,3,3,2.449842305977428,2.7097550950149896,0.8960236575779539,0.9968582599647415,0.8166141019924761,0.9032516983383299,-0.20514412556081052,-0.1063736910077858,-0.26386153858447725,-0.23902118531112077,-0.13287588863701966,-0.20522788755575766,-0.059812690788465815,-0.026143894547541964,7
NF Spread Creek Lower,2014_6,29,2013-07-30,2,29,29,18.729402513466063,23.18267433870867,2.9300946159720653,3.1434052039360973,0.6458414659815884,0.7994025634037472,-0.4422132228469251,-0.22451980346796901,-0.5447730480625201,-0.4438007770458929,-0.31902408373808344,-0.2698921085040339,-0.22011341659423603,-0.18034067187034108,7
NF Spread Creek Lower,2014_7,3,2013-08-28,1,3,3,1.9917202166900574,2.4703449292809077,0.6889986958290477,0.9043577883722327,0.6639067388966858,0.8234483097603025,-0.41013362797855724,-0.19453382784203746,-0.4402600654335632,-0.41597584881658395,-0.3776703021883405,-0.21867262717251879,-0.18626117106382564,-0.17370409122284086,7
NF Spread Creek Lower,2014_8,2,2013-08-31,2,2,2,1.2076286902967714,1.5535609065465332,0.18865867668092362,0.4405496550988652,0.6038143451483857,0.7767804532732666,-0.5048872061966552,-0.2527256813208565,-0.5274793905668975,-0.5048872061966552,-0.48229502182641276,-0.2655337455061508,-0.2527256813208565,-0.23991761713556226,7
NF Spread Creek Lower,2014_9,6,2013-09-02,1,6,6,3.6317886199870615,4.784673147768166,1.28972525970263,1.5654177148953878,0.6052981033311768,0.7974455246280276,-0.5033360568798602,-0.2276378872253777,-0.5535119911427198,-0.5158993249620483,-0.44059685453481234,-0.282810269818664,-0.22827371487600673,-0.17182967698146231,7
NF Spread Creek Lower,2017_1,28,2016-06-24,2,28,28,21.467521681402676,20.966231368428176,3.0665411735280164,3.0429131133805463,0.7666972029072385,0.7487939774438633,-0.2934606622946486,-0.31593824949558047,-0.6038374348136654,-0.2927433531043787,0.007781792485470998,-0.627206613956852,-0.3193451037286682,-0.012109178252162579,7
NF Spread Creek Lower,2017_10,6,2016-10-02,1,6,6,2.3916763866902695,2.6127537932622857,0.8719945370906836,0.9604047583189165,0.3986127311150449,0.43545896554371427,-0.922134713816857,-0.835923758433237,-1.004928531465477,-0.9080902043278938,-0.8533854056572002,-0.9498401503238239,-0.8206947739409225,-0.7372363510349645,7
NF Spread Creek Lower,2017_11,2,2016-10-08,2,2,2,0.7788060496484518,0.8141699010066749,-0.24999323760407785,-0.20558621116391215,0.3894030248242259,0.40708495050333743,-0.9440021638290704,-0.8987852499289912,-0.9772188965509357,-0.9440021638290704,-0.9107854311072051,-0.9069326206706816,-0.8987852499289912,-0.890637879187301,7
NF Spread Creek Lower,2017_12,3,2016-10-10,1,3,3,1.3222848093109392,1.2902549207072345,0.2793611564339885,0.25483981180205795,0.44076160310364637,0.43008497356907816,-0.8192934859043531,-0.8439642600198543,-0.8280971262941683,-0.8202353024380137,-0.8101131189010737,-0.8639721879855374,-0.8360944136348974,-0.8271042706081538,7
NF Spread Creek Lower,2017_2,4,2016-07-22,1,4,4,1.8675905491523488,1.899288854606913,0.624649123677954,0.6414795290605212,0.4668976372880872,0.4748222136517283,-0.761792930759853,-0.7450086903270472,-0.7815585129535068,-0.7561981718847823,-0.7465031556662559,-0.7659539415658388,-0.7422464525622783,-0.7262732293000707,7
NF Spread Creek Lower,2017_3,12,2016-07-26,2,12,12,4.8791988150099135,4.852257893507209,1.5849810291344286,1.5794441416699476,0.4065999012508261,0.4043548244589341,-0.9014690611456586,-0.9075123020447678,-0.9741458644188163,-0.8964153569212693,-0.8196497457371603,-0.9893255304938869,-0.9008153326450403,-0.816244571556353,7
NF Spread Creek Lower,2017_4,3,2016-08-07,1,3,3,1.262370837646356,1.2618363728845343,0.23299157011891122,0.23256809872751433,0.42079027921545203,0.4206121242948448,-0.8677995298376503,-0.8700887582192294,-0.9206313225903002,-0.9020982308459227,-0.8012482566816914,-0.9384680345316767,-0.9234859743299885,-0.7803505954624784,7
NF Spread Creek Lower,2017_5,34,2016-08-10,2,34,34,11.853622568325042,11.31056455135308,2.4726335228321723,2.4257372050054333,0.348635957891913,0.33266366327509056,-1.0545380299842155,-1.1029626341131435,-1.099869568634779,-1.0612934266380964,-0.9981679582475178,-1.188906681287706,-1.1057673538844188,-1.0023324030068008,7
NF Spread Creek Lower,2017_6,4,2016-09-13,1,4,4,1.3942643355436835,1.4658857377257024,0.332366918137973,0.38245965890278383,0.34856608388592086,0.3664714344314256,-1.0540655587191032,-1.004835629139457,-1.0716727693022998,-1.053897808366089,-1.0365925484183178,-1.0521932762599033,-1.0038484670757022,-0.958267711670014,7
NF Spread Creek Lower,2017_7,4,2016-09-17,2,4,4,1.3352282718475132,1.2774385344208024,0.28910226738301376,0.24485692798188982,0.3338070679618783,0.3193596336052006,-1.0972095181743644,-1.1416560750902072,-1.1019262932403364,-1.0993023064913348,-1.0908185124548164,-1.1548635828919471,-1.1527021570846463,-1.119611701692916,7
NF Spread Creek Lower,2017_8,7,2016-09-21,1,7,7,2.941794521314369,3.103130975386986,1.0790197765430767,1.1324115938526034,0.42025636018776696,0.4433044250552837,-0.8851830536001701,-0.8397365716775234,-1.0508391037086742,-0.9717964376925907,-0.6581564276410581,-1.0796797135394016,-0.9234427343762476,-0.5582571759001003,7
NF Spread Creek Lower,2017_9,4,2016-09-28,2,4,4,1.4164210983771097,1.4121247729293707,0.3481333369206589,0.34509550126428473,0.35410527459427743,0.35303119323234267,-1.0382997808024683,-1.041706606085824,-1.0555494729367623,-1.036242111384278,-1.0226962242027264,-1.07077126802224,-1.0509260128687017,-1.0052664187231057,7
NF Spread Creek Lower,2019_1,14,2018-07-02,2,14,14,21.622335970535758,20.93371590280556,3.0737268531152178,3.041361060250777,1.5444525693239826,1.4952654216289685,0.42012338967828405,0.37993313576412796,0.18438696335666072,0.42792846228526304,0.6205293842493653,0.08397005382381478,0.3663410018184481,0.6529611887208876,7
NF Spread Creek Lower,2019_2,27,2018-07-16,1,27,27,22.165546403230085,25.362049750583502,3.0985391195164542,3.2332539524298793,0.8209461630825957,0.9393351759475371,-0.21854824210499316,-0.0943357739494882,-0.4578717526339816,-0.2603703328667982,0.06749278994311461,-0.40896957824885805,-0.0943557721446306,0.21148805453622868,7
NF Spread Creek Lower,2019_3,14,2018-08-12,2,14,14,7.406608209898364,7.567191025685332,2.0023726030592623,2.023821931966936,0.5290434435641689,0.5405136446918094,-0.6392837944351786,-0.6165257504863493,-0.7038579129305039,-0.671096403602362,-0.5347067866521071,-0.6767178228680448,-0.6128891597084373,-0.5563546878597567,7
NF Spread Creek Lower,2019_4,6,2018-08-26,1,6,6,2.922498943554518,3.2941103632854394,1.0724390528771155,1.192136135530997,0.48708315725908635,0.5490183938809066,-0.7201339332695211,-0.6093160969160947,-0.7550397994866938,-0.7358454547904625,-0.6695165455314072,-0.7366149317030506,-0.628933376727881,-0.4623999823173527,7
NF Spread Creek Lower,2019_5,33,2018-09-01,2,33,33,13.116206989006168,13.676145283863203,2.573848640270363,2.615653094992287,0.39746081784867177,0.4144286449655516,-0.926465130176634,-0.8825054253632268,-1.0563209382054406,-0.9180594237767226,-0.8240539924541339,-0.94507079788082,-0.9045027782751653,-0.801920207219892,7
NF Spread Creek Lower,2019_6,3,2018-10-04,1,3,3,1.1210265439228004,1.256626183680834,0.11424482259898042,0.2284304976953233,0.37367551464093346,0.41887539456027795,-0.9862411894710673,-0.8719355963489445,-1.039778387339496,-1.0076767361728811,-0.9241297729219133,-0.9296246639416545,-0.8735284710193357,-0.8136093788880779,7
NF Spread Creek Lower,2019_7,8,2018-10-07,2,8,8,2.6128720020655782,3.15472814387657,0.9604500002891387,1.1489023255219932,0.3266090002581973,0.3943410179845713,-1.1206400029915995,-0.9307299025036787,-1.1903012782025857,-1.1191651584078586,-1.0485362615334015,-0.9480117871607712,-0.9352292174214812,-0.9040002745052519,7
NF Spread Creek Lower,2020_10,4,2019-10-07,2,4,4,1.9470314044057406,0.865439753305075,0.6663058558982663,-0.1445175159105086,0.48675785110143516,0.21635993832626876,-0.7201598620011401,-1.531023668766669,-0.7404934932111427,-0.7135371821334247,-0.70512437468531,-1.5500582276520127,-1.5361237894881106,-1.5079090133041713,7
NF Spread Creek Lower,2020_2,2,2019-09-06,1,2,2,0.9940104660146623,0.4410953965928887,-0.006007543191193487,-0.8184941081240938,0.4970052330073311,0.22054769829644436,-0.7083360327823454,-1.6944011714385654,-0.8169089853965653,-0.7083360327823454,-0.5997630801681253,-2.192925228037782,-1.6944011714385654,-1.1958771148393492,7
NF Spread Creek Lower,2020_3,2,2019-09-08,1,2,2,0.9872740634859412,0.4394725269098305,-0.01280760485469847,-0.8221800736859725,0.4936370317429706,0.21973626345491526,-0.7063885681435069,-1.522651507054517,-0.7299538430701723,-0.7063885681435069,-0.6828232932168415,-1.6195945539005558,-1.522651507054517,-1.4257084602084782,7
NF Spread Creek Lower,2020_4,5,2019-09-10,1,5,5,2.624332690121081,1.3585111554867704,0.964826650438705,0.3063893614712866,0.5248665380242162,0.27170223109735403,-0.6509134987057253,-1.36964867990175,-0.7556426017713567,-0.6786574531448311,-0.5178094588121305,-1.7377249543617097,-1.4075712740099955,-0.9454120995132766,7
NF Spread Creek Lower,2020_5,4,2019-09-15,2,4,4,1.8138981061277337,0.5796782267529713,0.5954781792926666,-0.5452821108502417,0.45347452653193343,0.14491955668824283,-0.791047338724915,-1.9395771809190394,-0.8118217075262677,-0.7948183097696633,-0.7672561930877636,-2.0639239345497913,-1.9565147323912329,-1.801680386110533,7
NF Spread Creek Lower,2020_6,7,2019-09-19,1,7,7,3.6943705144579195,1.9332965973322966,1.3068101784412465,0.6592266273238889,0.5277672163511313,0.2761852281903281,-0.6458178372542044,-1.364339526234954,-0.7705588814927358,-0.6701800486045313,-0.4963780333588697,-1.8265828125363444,-1.4093466534225587,-0.8785857818370036,7
NF Spread Creek Lower,2020_7,1,2019-09-26,2,1,1,0.46186029377931986,0.16117217255332872,-0.7724928280478658,-1.8252820906517297,0.46186029377931986,0.16117217255332872,-0.7724928280478658,-1.8252820906517297,-0.7724928280478658,-0.7724928280478658,-0.7724928280478658,-1.8252820906517297,-1.8252820906517297,-1.8252820906517297,7
NF Spread Creek Lower,2020_8,7,2019-09-27,1,7,7,3.958607305877437,2.3633089240204197,1.375892272973814,0.8600627234814405,0.5655153294110624,0.33761556057434566,-0.5834704126752536,-1.1763402497115263,-0.7208069817177767,-0.6259277438561992,-0.379111535330495,-1.585504879171717,-1.2257061328331598,-0.6421079532572507,7
NF Spread Creek Lower,2020_9,3,2019-10-04,1,3,3,1.4789448237362122,0.6565217170479055,0.3913288765663712,-0.42079950574391223,0.4929816079120707,0.21884057234930185,-0.7073555833345361,-1.5206455183728145,-0.7193247220465402,-0.7062620527401052,-0.6958238568603042,-1.5703355850045362,-1.5151745233369696,-1.4731438497554306,7
NF Spread Creek Lower,2022_1,46,2021-06-14,2,46,46,26.96526584379986,28.049233663097695,3.29454958758724,3.333961311206823,0.5862014313869535,0.609765949197776,-0.5824002560309799,-0.5815239364884986,-0.9052446516560411,-0.6346598634319909,-0.13947553121992348,-1.0209979030051706,-0.6408377513449587,0.031695027037413226,7
NF Spread Creek Lower,2022_10,5,2021-10-08,1,5,5,1.7218142580084324,1.8886137246044994,0.5433785360811866,0.6358430808989501,0.34436285160168645,0.37772274492089986,-1.0668946232746097,-0.9764197280007231,-1.1122777354306594,-1.0643122573603525,-1.0201754367888813,-1.0445962899420582,-1.0265290704417116,-0.884429706363052,7
NF Spread Creek Lower,2022_11,2,2021-10-13,2,2,2,0.6888512292393666,0.6784714470072739,-0.3727299540126587,-0.3879128831169906,0.3444256146196833,0.33923572350363695,-1.0675381452185324,-1.0811236921259129,-1.113660493838001,-1.0675381452185324,-1.0214157965990638,-1.0901484437623363,-1.0811236921259129,-1.0720989404894894,7
NF Spread Creek Lower,2022_2,3,2021-07-30,1,3,3,1.389101757347128,1.2429959951610146,0.32865732051804364,0.21752459060947746,0.46303391911570935,0.4143319983870048,-0.7725723639155446,-0.8836094984710119,-0.8314408343277999,-0.8080454780772628,-0.6995146478386022,-0.949602563883412,-0.8972735447989509,-0.8121508145274362,7
NF Spread Creek Lower,2022_3,3,2021-08-02,2,3,3,1.2704702748316294,1.1226720703488766,0.2393871270711888,0.11571162095651218,0.42349009161054313,0.3742240234496256,-0.8603184198057386,-0.9851684908414202,-0.8952732332018658,-0.8896033913569412,-0.8136496177891306,-1.03958717713168,-1.0190593043892233,-0.9171934791320393,7
NF Spread Creek Lower,2022_4,4,2021-08-05,1,4,4,1.7239416958033147,1.5480033675844924,0.5446133525300128,0.43696595060734766,0.43098542395082867,0.3870008418961231,-0.8437306149016273,-0.9540527689731748,-0.9156459057776827,-0.8335057477015236,-0.7799952177856546,-1.0576260649376936,-0.9480049652565604,-0.8553177159819476,7
NF Spread Creek Lower,2022_5,9,2021-08-09,2,9,9,3.3322466242679996,2.8723785262980277,1.2036467384526364,1.0551404413515606,0.3702496249186666,0.31915316958866974,-0.9944641081955162,-1.142476965000408,-1.0399468923748676,-1.0011993899437392,-0.9443686727857925,-1.1695698986458214,-1.1512439705149915,-1.1057835776822738,7
NF Spread Creek Lower,2022_6,8,2021-08-18,1,8,8,4.10664474009689,4.155660584396963,1.412606330160889,1.4244714010850015,0.5133305925121112,0.5194575730496204,-0.7030281331897559,-0.704006742969571,-0.890683870348368,-0.7960534475287023,-0.46269946700929165,-0.9894198436554175,-0.7979974824985578,-0.3992990026330033,7
NF Spread Creek Lower,2022_7,24,2021-08-26,2,24,24,8.606533614669328,7.734435425601489,2.1525216374522707,2.045682491781521,0.35860556727788867,0.3222681427333953,-1.0273821647770298,-1.13310122493909,-1.1011323067664065,-1.030750687131369,-0.9343530899433081,-1.1760852476655521,-1.1395849483381026,-1.0763428305777567,7
NF Spread Creek Lower,2022_8,3,2021-09-19,1,3,3,1.0981068620451235,1.0534935886244994,0.093587662618601,0.05211186845763602,0.36603562068170786,0.35116452954149985,-1.0054354273309074,-1.0478418444809705,-1.0334527896642656,-1.0057622325016702,-0.9772873429292444,-1.0987178319997848,-1.0472812145503931,-0.9971901089343873,7
NF Spread Creek Lower,2022_9,16,2021-09-22,2,16,16,5.138558081052906,5.010965475596302,1.6367725111334257,1.611628606230505,0.32115988006580665,0.31318534222476885,-1.1364570437694241,-1.1611702283994143,-1.175440446247312,-1.145492165616945,-1.08563376594527,-1.1777396534508497,-1.1692695983982002,-1.1319566508741206,7
NF Spread Creek Lower,2023_1,34,2022-06-29,2,34,34,30.897436333662696,42.873995864442406,3.4306732139136527,3.7582654851405355,0.9087481274606676,1.260999878365953,-0.1747298143924747,0.0889850707414632,-0.6307177897408214,-0.2085695940163067,0.40708572720842806,-0.5556546246971575,0.09254984571405275,0.8841064260203763,7
NF Spread Creek Lower,2023_2,3,2022-08-02,1,3,3,1.5358674258429197,1.678132546520004,0.4290953197002633,0.5176815957001417,0.5119558086143066,0.559377515506668,-0.670857180434877,-0.5876639066627595,-0.7089231631183863,-0.704373733968757,-0.6193845763378155,-0.6822828280705573,-0.6431496939777671,-0.47085067032895855,7
NF Spread Creek Lower,2023_3,5,2022-08-05,1,5,5,3.1838350561769078,3.7416271642512764,1.158086462675726,1.3195205874660665,0.6367670112353816,0.7483254328502553,-0.4747075738542565,-0.34268467445329664,-0.6866038549087505,-0.5557386939253591,-0.21163610832562546,-0.641939256723443,-0.46920681496239597,0.04997971252137291,7
NF Spread Creek Lower,2023_4,2,2022-08-10,2,2,2,0.9766633707809673,0.9337859477405521,-0.023613240271823738,-0.0685080450265613,0.48833168539048366,0.46689297387027606,-0.716832715807197,-0.7618140008091195,-0.7264524766446401,-0.716832715807197,-0.7072129549697538,-0.7760703341826081,-0.7618140008091195,-0.747557667435631,7
NF Spread Creek Lower,2023_5,6,2022-08-12,1,6,6,3.6391251882416444,3.6924852313515766,1.2917433198634225,1.306299735781432,0.6065208647069408,0.6154142052252628,-0.5122034622374548,-0.541122011542767,-0.6319076305621318,-0.552781614462923,-0.35192114168730976,-0.7806510730331402,-0.6429833487355663,-0.1997316128595944,7
NF Spread Creek Lower,2023_6,6,2022-08-18,2,6,6,2.963914874278263,2.4796585816634353,1.0865109871422882,0.908120882015589,0.49398581237971045,0.41327643027723926,-0.7083445087222583,-0.8841073536734173,-0.7667496874912443,-0.7322753149004466,-0.6260085237750839,-0.9227654450985672,-0.8812557026372527,-0.8483009132844321,7
NF Spread Creek Lower,2023_7,3,2022-08-24,1,3,3,1.5801439546634972,1.2617599369237587,0.4575159534350789,0.2325075217164433,0.526714651554499,0.42058664564125287,-0.6416144369747596,-0.8673143349294428,-0.674073841368064,-0.6360679656888834,-0.6113736210958055,-0.9176311996101839,-0.8507302202309691,-0.823631116128091,7
NF Spread Creek Lower,2024_2,4,2023-08-03,1,4,4,3.475597820813485,3.666284287476389,1.2457664989869424,1.2991786934584657,0.8688994552033712,0.9165710718690973,-0.16181770053788203,-0.09184959040789144,-0.4046524433064996,-0.09295780711096874,0.025929127489204895,-0.19609765470525736,-0.08953837789688765,0.0105495038806715,7
NF Spread Creek Lower,2024_3,28,2023-08-07,2,28,28,15.096529449232584,20.96896689344119,2.7144648796049573,3.043043577769903,0.5391617660440209,0.7488916747657568,-0.6389591920504338,-0.2914420818879223,-0.8522715753969765,-0.6891501949210341,-0.2925575397951786,-0.35948230111239654,-0.30648662605371246,-0.19109461252921844,7
NF Spread Creek Lower,2024_4,3,2023-09-04,1,3,3,2.06829844272957,2.4296709867154815,0.7267262608999593,0.8877558517721532,0.68943281424319,0.8098903289051604,-0.3833972119694264,-0.21220542051630292,-0.5279550704703855,-0.39981623344719225,-0.2322717448773611,-0.2597634282012182,-0.22454369747189762,-0.15971210204914976,7
NF Spread Creek Lower,2024_5,14,2023-09-07,2,14,14,6.156402480128373,9.869274880443266,1.8174925939772573,2.2894263837195314,0.4397430342948838,0.7049482057459476,-0.8241707214061385,-0.3498328379355066,-0.918444954560637,-0.8228785954835208,-0.7389615419888589,-0.3766875025670671,-0.35026927595621254,-0.3245500455333305,7
NF Spread Creek Lower,2024_6,4,2023-09-21,1,4,4,2.3267283897535256,3.1384974779056862,0.8444631563016562,1.143744175176492,0.5816820974383814,0.7846243694764216,-0.5479841277700636,-0.24365242579392757,-0.66117642589431,-0.5595326133916378,-0.4255530411485574,-0.28912786962462844,-0.2529167738219874,-0.19076550354077879,7
NF Spread Creek Lower,2024_7,6,2023-09-25,2,6,6,2.5396831050255653,4.192722086852635,0.9320393114460858,1.4333501857278934,0.42328051750426093,0.6987870144754392,-0.8611243137534503,-0.3585021977845017,-0.9089752156240098,-0.8782767024581414,-0.7961210231781997,-0.3708052186712389,-0.3621098689749398,-0.3425915057073265,7
NF Spread Creek Upper,2019_1,13,2018-07-03,2,13,13,123.25196457314559,18.874370462476385,4.814230752537309,2.9378049415974816,9.48092035178043,1.451874650959722,2.233090901235272,0.35359043967705617,1.9589043309257268,2.2835522109589532,2.4171061899585857,0.07722310584332832,0.3522343137848647,0.6075972497760513,8
NF Spread Creek Upper,2019_2,27,2018-07-16,1,27,27,118.54977821338227,25.362049750583502,4.775332941682016,3.2332539524298793,4.390732526421566,0.9393351759475371,1.4443057321510901,-0.0943357739494882,1.1338887051818611,1.3988289482499308,1.8114276949110901,-0.40896957824885805,-0.0943557721446306,0.21148805453622868,8
NF Spread Creek Upper,2019_3,14,2018-08-12,2,14,14,35.98736676815094,7.567191025685332,3.5831679537612695,2.023821931966936,2.5705261977250675,0.5405136446918094,0.9401093016690509,-0.6165257504863493,0.8535056718650805,0.9113400389128141,1.0610631440133917,-0.6767178228680448,-0.6128891597084373,-0.5563546878597567,8
NF Spread Creek Upper,2019_4,6,2018-08-26,1,6,6,13.862978436589655,3.2941103632854394,2.629221865090098,1.192136135530997,2.310496406098276,0.5490183938809066,0.8370308680197376,-0.6093160969160947,0.8009747480116063,0.8435321701034076,0.8665856859441989,-0.7366149317030506,-0.628933376727881,-0.4623999823173527,8
NF Spread Creek Upper,2019_5,33,2018-09-01,2,33,33,63.646190383573156,13.676145283863203,4.1533394706367375,2.615653094992287,1.9286724358658534,0.4144286449655516,0.6520545730099229,-0.8825054253632268,0.5101833092216593,0.6735104191722124,0.7544842371499043,-0.94507079788082,-0.9045027782751653,-0.801920207219892,8
NF Spread Creek Upper,2019_6,3,2018-10-04,1,3,3,4.877153402056056,1.256626183680834,1.584561730417384,0.2284304976953233,1.6257178006853519,0.41887539456027795,0.48504629161037716,-0.8719355963489445,0.44229965586810405,0.512682602416239,0.5167384030303055,-0.9296246639416545,-0.8735284710193357,-0.8136093788880779,8
NF Spread Creek Upper,2019_7,8,2018-10-07,2,8,8,12.245724694215248,3.15472814387657,2.5051768715206157,1.1489023255219932,1.530715586776906,0.3943410179845713,0.42438145100325625,-0.9307299025036787,0.37252646687527147,0.4180425698840263,0.4821423624017436,-0.9480117871607712,-0.9352292174214812,-0.9040002745052519,8
NF Spread Creek Upper,2022_1,45,2021-06-15,2,45,45,134.3808050167557,26.825071131550473,4.900677598073522,3.2893369402019874,2.9862401114834594,0.5961126918122327,1.0188660169389614,-0.5989412897990537,0.6393362348954543,0.9309114554506219,1.5907068507094373,-1.0228884476794604,-0.6768312668206591,-0.0184537225499817,8
