site_name,basin,subbasin,agneventid,eventlen,mindate,isevent,yield_little_cumul,yield_big_cumul,yield_little_cumul_log,yield_big_cumul_log,yield_little_mean,yield_big_mean,yield_little_mean_log,yield_big_mean_log,yield_little_q10_log,yield_little_q50_log,yield_little_q90_log,yield_big_q10_log,yield_big_q50_log,yield_big_q90_log,site_name_cd
Avery Brook,West Brook,West Brook,5,6,2020-02-20,2,8.574238833413231,7.041326265621748,2.1487622233293746,1.951796542429872,1.4290398055688718,1.1735543776036246,0.3502450057837213,0.15415180093091732,0.2305865948225126,0.35072654138234843,0.469421881146303,0.008654129982549778,0.19518674459152047,0.25861452821868175,8
Avery Brook,West Brook,West Brook,6,5,2020-02-26,1,23.212353934303945,17.13849576418815,3.144684634114231,2.841327147602372,4.642470786860788,3.4276991528376297,1.3729933524975064,1.123840529757007,0.9524906736352016,1.1053704251045016,2.008748143558138,0.6646173678908095,0.979541787855532,1.6742931927773994,8
Avery Brook,West Brook,West Brook,7,5,2020-03-02,1,18.740718737645928,11.931520829733923,2.9306986292042656,2.4791837074262455,3.7481437475291854,2.3863041659467847,1.2951794883102836,0.858606172576948,1.0530999433147896,1.3001220342663131,1.5435813873111224,0.7179913711530487,0.810337848517174,1.0324944914339025,8
Avery Brook,West Brook,West Brook,8,5,2020-03-07,2,15.543740509266634,9.41094697611277,2.7436580179874297,2.2418735836149777,3.108748101853327,1.8821893952225541,1.130095362599793,0.6315768693243224,1.0323440485187334,1.1087350601795791,1.2355536242608633,0.5882420513066169,0.6244747638505272,0.6803823327468876,8
Avery Brook,West Brook,West Brook,9,4,2020-03-12,1,14.078910436310938,10.155460859926997,2.6446779639508824,2.3180115765655644,3.5197276090777345,2.538865214981749,1.2341176153782876,0.9092347082120429,1.031738358655661,1.1775888300139035,1.4817199003924215,0.6636125645857798,0.9551749127326825,1.1181046882217942,8
Avery Brook,West Brook,West Brook,10,2,2020-03-16,2,5.077875259966778,4.115932512134375,1.6248929181849376,1.4148654213685687,2.538937629983389,2.0579662560671874,0.9314704571776764,0.7215152981550923,0.9126983686880404,0.9314704571776764,0.9502425456673125,0.7053974766655262,0.7215152981550923,0.7376331196446583,8
Avery Brook,West Brook,West Brook,11,4,2020-03-18,1,13.959188778247528,10.196917666729977,2.636137985205028,2.32208548508549,3.489797194561882,2.5492294166824943,1.2176466518609206,0.9109997242477638,0.9538744316086816,1.1993900101197972,1.496024185506058,0.6499920850487046,0.9751610612515577,1.1206782938437878,8
Avery Brook,West Brook,West Brook,12,4,2020-03-22,2,10.013550651548893,8.953213462640592,2.303939240876697,2.19201251395023,2.5033876628872234,2.238303365660148,0.912359081149231,0.8007768140879858,0.8089218598549017,0.8979873384152762,1.0272936966307242,0.6975736227474687,0.7961397906372065,0.9076896241891264,8
Avery Brook,West Brook,West Brook,13,11,2020-03-26,1,52.215533790977894,41.434145021209964,3.955380032822433,3.7241052998709088,4.746866708270717,3.766740456473633,1.493640448015683,1.2811915621201675,1.2289851377067202,1.4034660545353157,2.00073064975271,1.0162200349810147,1.1664159375914733,1.8103263596881953,8
Avery Brook,West Brook,West Brook,14,6,2020-04-06,2,19.944704292685174,15.332687626217647,2.992963659109842,2.7299869956006466,3.324117382114195,2.555447937702941,1.186063088399221,0.9298000593319731,1.0363897690060702,1.1060867405222305,1.4157127556693623,0.7935199867870505,0.8949891071776397,1.1008910840312292,8
Avery Brook,West Brook,West Brook,15,5,2020-04-12,1,25.643238988743402,20.911065183259286,3.244279949688078,3.0402784534754193,5.12864779774868,4.182213036651857,1.5485464402433253,1.349177760723885,1.114319730251348,1.444516565828442,2.035133113652903,0.8894339855649391,1.2832785474150807,1.811090497869163,8
