site_name,basin,subbasin,agneventid,eventlen,mindate,isevent,yield_little_cum,yield_big_cum,yield_little_cum_log,yield_big_cum_log,xxx_little,yyy_little,yield_little_mean_log,yield_big_mean_log,yield_little_q25_log,yield_little_q50_log,yield_little_q75_log,yield_big_q25_log,yield_big_q50_log,yield_big_q75_log,site_name_cd,z_yield_big_cum_log,z_yield_big_mean_log
Avery Brook,West Brook,West Brook,43,8,2020-11-07,2,4.383292728992228,1.6876949678195452,1.4778002065649782,0.5233636735763786,4.303292728992228,4.303292728992228,-0.6042406885779164,-1.557533686688338,-0.6705454007650904,-0.6141709477976431,-0.5342884856175343,-1.594769050458289,-1.559680284025568,-1.5190322220410102,8,-0.6532743254737132,-0.9884274135023422
Avery Brook,West Brook,West Brook,44,5,2020-11-15,1,4.874233893026431,2.1866838226255636,1.5839629419520076,0.7823861599700207,4.824233893026431,4.82423389302643,-0.15014605711455434,-0.94604767222217,-0.569381417323087,-0.23951490579903187,-0.062451779589832834,-1.2398802359098466,-1.0886234310101426,-0.8202497859287154,8,-0.48326571627070514,-0.4803190631682183
Avery Brook,West Brook,West Brook,45,2,2020-11-20,2,1.3857510447274342,0.5083611841390985,0.32624226322507655,-0.6765630916392105,1.365751044727434,1.3657510447274341,-0.36714669638126296,-1.3708301204465072,-0.37814211662618147,-0.36714669638126296,-0.35615127613634445,-1.3944972530336464,-1.3708301204465072,-1.347162987859368,8,-1.4408425530049198,-0.8332879028670043
Avery Brook,West Brook,West Brook,46,3,2020-11-22,1,2.7924226569755977,1.06144535325813,1.0269095548813636,0.05963152015595099,2.7624226569755983,2.7624226569755983,-0.11427342881223636,-1.074855460805267,-0.2831701366260646,-0.06753106909446441,0.07799445886047786,-1.1839417225231192,-0.9005968450887668,-0.8786398912291646,8,-0.9576434925811216,-0.5873506410274124
Avery Brook,West Brook,West Brook,47,16,2020-11-25,1,62.503368439302285,35.19183088465373,4.135220450318908,3.5608139785294655,62.34336843930229,62.34336843930229,1.0883987908131436,0.41303271560745025,0.8106389966175259,1.0474118620128987,1.4447818926833942,0.05288839722826497,0.31712334279950055,0.8366891709147135,8,1.3403468039426492,0.6489955531839382
Avery Brook,West Brook,West Brook,48,13,2020-12-11,2,26.60717774136899,9.963554573666737,3.281181019288505,2.2989338928345355,26.47717774136899,26.477177741368987,0.7047660972822836,-0.28203064376998277,0.5924401509228748,0.6670120661863735,0.7968124083611572,-0.4242828906142156,-0.3748327709124724,-0.08115609845874222,8,0.5121157057979843,0.07143942179918406
Avery Brook,West Brook,West Brook,49,16,2020-12-24,1,123.82657099217445,86.5534979690011,4.818881965590868,4.460762696391909,123.66657099217444,123.66657099217444,1.6569722078933145,1.2990372569969635,1.2559436782227793,1.4854232665931053,1.76037080949088,0.9921244498453605,1.2662485824393181,1.485390643471946,8,1.9310253662868793,1.3852124007711781
Avery Brook,West Brook,West Brook,50,6,2021-01-09,2,14.240867109220716,7.812422872157167,2.6561157966314113,2.055715142649905,14.180867109220717,14.180867109220717,0.859899506634375,0.257242317017799,0.806126036777011,0.8084797012939625,0.9002118956703005,0.16104814401686218,0.22874620267915324,0.3333671749237846,8,0.35247983006114375,0.5195430382406665
Avery Brook,West Brook,West Brook,51,8,2021-01-15,1,20.68272156116936,16.0574533418683,3.0292986445194128,2.7761731244546843,20.60272156116936,20.602721561169357,0.9087923487331985,0.6058769525934982,0.7125554279375288,0.8027190871007635,1.0200117492730139,0.3574448528980104,0.45488932164072016,0.7779325763068572,8,0.8253502019781787,0.8092375943890278
Avery Brook,West Brook,West Brook,52,17,2021-01-23,2,21.71722330119022,17.70622927766033,3.0781056462484053,2.873916514255607,21.54722330119022,21.54722330119022,0.23250204558560789,0.0376008153344095,0.11436397486738818,0.22510238272042657,0.36335621306712107,0.004951086390348327,0.02940097168336084,0.07657727817231064,8,0.8895037740877011,0.33703407083168024
Avery Brook,West Brook,West Brook,53,3,2021-02-09,1,2.690766948474861,3.197300039747634,0.9898262639345399,1.1623067160799216,2.6607669484748606,2.6607669484748606,-0.1088555374938971,0.05426360179024245,-0.11438615972986597,-0.10355759152567814,-0.10067594227381876,-0.034951722417803734,0.02940097168336084,0.13104761094484782,8,-0.2339060322866699,0.350879851009391
Avery Brook,West Brook,West Brook,54,3,2021-02-12,2,2.5292504109424185,2.3548977255110906,0.9279229785798477,0.8564972978676186,2.4992504109424187,2.4992504109424183,-0.17091732400220142,-0.2647020181816536,-0.18591064214163827,-0.18337929138914713,-0.16215498955623742,-0.4077116524007659,-0.34045130306749,-0.15956702640545956,8,-0.4346230997324823,0.08583847452147778
Avery Brook,West Brook,West Brook,55,4,2021-02-15,1,5.481394523855923,4.902054301853436,1.701359543742804,1.589654362534047,5.441394523855922,5.441394523855923,0.24047516873351943,0.11916392415056394,-0.026429289904529585,0.23101943115997142,0.49792388979802044,-0.09747184139298828,0.21901975594827314,0.4356555214918254,8,0.04658227601191019,0.4048081420095449
Avery Brook,West Brook,West Brook,56,9,2021-02-19,2,8.507586003252927,7.777750253544519,2.1409582364517803,2.0512671258768873,8.417586003252927,8.417586003252927,-0.06275596956683065,-0.15011539568817153,-0.13801492334523846,-0.08496595906675608,-0.027137111568482832,-0.22293515095008773,-0.12715979970285077,-0.08115609845874222,8,0.3495603879855891,0.18105311287481907
Avery Brook,West Brook,West Brook,57,3,2021-02-28,1,4.814002413038785,3.153355824536476,1.571528840615176,1.1484672268870937,4.784002413038784,4.784002413038785,0.44073821517706746,0.021398598740124165,0.29022443232581846,0.4649390004419218,0.6033523906607436,-0.1252283645075703,0.021317250256570913,0.16798488774604203,8,-0.24298953828845035,0.3235709966963453
Avery Brook,West Brook,West Brook,58,7,2021-03-03,2,8.410458295504588,5.8242047842535545,2.1294759666148018,1.7620224724076599,8.34045829550459,8.34045829550459,0.18189923598579805,-0.1888079649523975,0.14689479238800643,0.1975414547011199,0.21767872584622489,-0.25613576401870275,-0.1903145026250436,-0.13215849605836755,8,0.15971555273457358,0.14890189915295163
