site_name,basin,subbasin,agneventid,eventlen,mindate,isevent,yield_little_cum,yield_big_cum,yield_little_cum_log,yield_big_cum_log,xxx_little,yyy_little,yield_little_mean_log,yield_big_mean_log,yield_little_q25_log,yield_little_q50_log,yield_little_q75_log,yield_big_q25_log,yield_big_q50_log,yield_big_q75_log,site_name_cd,z_yield_big_cum_log,z_yield_big_mean_log
Mitchell Brook,West Brook,West Brook,29,11,2020-07-21,1,1.9811536521652178,3.190240745461377,0.6836793276390135,1.1600963827457966,1.8711536521652128,1.8711536521652126,-1.843454141868636,-1.4673195185760037,-2.272755916173513,-2.012996570555153,-1.3889311079262088,-1.9391008970605927,-1.7149489511298621,-1.094674171361362,2,-0.23535677774603733,-0.9134648288284459
Mitchell Brook,West Brook,West Brook,30,2,2020-08-01,2,0.20861301022409598,0.18997290789221594,-1.5672743691173157,-1.6608738070295461,0.1886130102240952,0.18861301022409524,-2.2617248342761114,-2.3541067146810435,-2.2872576649144265,-2.2617248342761114,-2.2361920036377967,-2.360653833944192,-2.3541067146810435,-2.347559595417895,2,-2.0868918519558095,-1.6503320157316792
Mitchell Brook,West Brook,West Brook,31,8,2020-08-03,1,1.0581217140281762,0.955567759678927,0.05649536843386187,-0.045449602401298854,0.9781217140281745,0.9781217140281747,-2.1748975233424526,-2.192722457676497,-2.5602145219600683,-2.184592115327892,-1.9025850174404635,-2.416171432278936,-2.270534139414553,-2.0306589058254803,2,-1.0266131629297397,-1.516231338599978
Mitchell Brook,West Brook,West Brook,32,15,2020-08-11,2,0.5876153203825372,0.7320535675138322,-0.5316827622133578,-0.31190158803462126,0.4376153203825372,0.43761532038253714,-3.291848913420573,-3.0353184659559904,-3.4709001595561895,-3.2433495016375855,-3.174677063786323,-3.1638391607410554,-2.999769722475673,-2.927789607042059,2,-1.2014981010198595,-2.2163782882219936
Mitchell Brook,West Brook,West Brook,33,6,2020-08-26,1,0.578000843635569,0.5782100850372438,-0.5481799507337157,-0.5478180074260197,0.5180008436355683,0.5180008436355683,-2.5114647241462076,-2.4458447320853303,-2.7621419692869633,-2.3297697972004743,-1.9636743247211956,-2.538504829240585,-2.3764435803668245,-2.12107715152745,2,-1.3563411144867772,-1.7265608281386295
Mitchell Brook,West Brook,West Brook,34,6,2020-09-01,1,0.5139610794895813,0.838558831759955,-0.6656077372313298,-0.17607053707946715,0.4539610794895805,0.4539610794895805,-2.591501712636516,-2.1471598041314564,-2.986646971939646,-2.689121065955452,-2.390242601447893,-2.4776528766891386,-2.351520017244756,-1.9015167988176347,2,-1.1123458101088126,-1.478371495231644
Mitchell Brook,West Brook,West Brook,35,2,2020-09-07,2,0.08383566962874803,0.13442078677622343,-2.4788967101638013,-2.0067801993386887,0.06383566962874804,0.06383566962874804,-3.1767563845744022,-2.7011463641350213,-3.2253357064773653,-3.1767563845744022,-3.1281770626714387,-2.7258392742956894,-2.7011463641350213,-2.6764534539743527,2,-2.3139264445491996,-1.938701233690873
Mitchell Brook,West Brook,West Brook,36,5,2020-09-09,1,0.37345761384471077,0.6254204784253554,-0.9849507645311919,-0.4693310899704131,0.3234576138447105,0.3234576138447105,-2.741590836447833,-2.189159681018653,-3.0045732269841707,-2.9901818865393293,-2.326895586055677,-2.551185395830824,-2.315492369064286,-1.8116141646330872,2,-1.3048264685460358,-1.5132708840230955
Mitchell Brook,West Brook,West Brook,37,14,2020-09-14,2,0.4810921554740642,0.7394654263710836,-0.7316964358054976,-0.3018277506340507,0.341092155474064,0.3410921554740641,-3.5154144008799406,-2.949161065854362,-3.774990392630114,-3.6530634194256484,-3.4083516839737475,-3.046666439625105,-2.9999083497772228,-2.853004048165529,2,-1.1948861689453387,-2.1447866354301737
Mitchell Brook,West Brook,West Brook,38,8,2020-09-28,1,3.3677862947524053,1.865959237072357,1.2142556426900981,0.6237752571020629,3.2877862947524026,3.287786294752403,-1.2460009077252954,-1.8744286332114402,-1.6665047138134246,-0.9801943487978592,-0.5533358900179732,-2.507479991392967,-2.0733772641859436,-1.5545626935245094,2,-0.5873694926510896,-1.251748184047917
Mitchell Brook,West Brook,West Brook,39,6,2020-10-06,2,0.7879511097401867,0.3999458157844319,-0.23831923452595452,-0.9164262015886828,0.7279511097401851,0.7279511097401851,-2.0789086102280887,-2.710226453020775,-2.370408924043126,-2.025602123401954,-1.78349103339577,-2.744126565979025,-2.7249097105470286,-2.661282033697731,2,-1.598275964634077,-1.9462462451473581
Mitchell Brook,West Brook,West Brook,40,10,2020-10-12,1,21.372714698981543,3.3369474751766393,3.0621150944395135,1.2050564595124977,21.272714698981538,21.27271469898154,0.36814654067630515,-1.3605690189634456,0.03722883176479741,0.6465852827129503,0.9107986372643121,-1.7452435023196384,-1.4646221304874356,-0.9349282160251302,2,-0.20584737017610463,-0.8247615404910453
Mitchell Brook,West Brook,West Brook,41,5,2020-10-22,2,9.3502987866139,0.6818017356774076,2.235408298577603,-0.3830163735534907,9.300298786613899,9.300298786613899,0.6065550522904918,-1.9948611716557096,0.6061178108717808,0.6234671128743163,0.7578588927001538,-2.032146774184976,-2.0133446034586338,-1.964868107384707,2,-1.2481740709256524,-1.3518204293451221
Mitchell Brook,West Brook,West Brook,42,11,2020-10-27,1,29.23417422425076,4.101461358990867,3.3753383750939605,1.4113433392266905,29.124174224250762,29.12417422425076,-0.011898967074977588,-1.0985045250165242,-1.1958703272255677,0.31498456697128163,1.26895064358423,-1.355882655273191,-1.0196405327267584,-0.8365566771493518,2,-0.07045161359402677,-0.6070016006880647
Mitchell Brook,West Brook,West Brook,43,8,2020-11-07,2,3.3658371781145147,1.6876949678195452,1.2136767220836278,0.5233636735763786,3.285837178114512,3.2858371781145115,-0.9786316493835503,-1.557533686688338,-1.2331383718194449,-0.9517588452538259,-0.7350699294184478,-1.594769050458289,-1.559680284025568,-1.5190322220410102,2,-0.6532743254737132,-0.9884274135023422
Mitchell Brook,West Brook,West Brook,44,5,2020-11-15,1,8.293887087688711,2.1866838226255636,2.115518747997342,0.7823861599700207,8.24388708768871,8.243887087688712,0.4347418305446,-0.94604767222217,0.024440582533779082,0.6341409768258764,0.731805086713684,-1.2398802359098466,-1.0886234310101426,-0.8202497859287154,2,-0.48326571627070514,-0.4803190631682183
Mitchell Brook,West Brook,West Brook,45,2,2020-11-20,2,1.528031710714965,0.5083611841390985,0.42398044361469656,-0.6765630916392105,1.508031710714965,1.508031710714965,-0.2692871662033748,-1.3708301204465072,-0.27704713052692875,-0.2692871662033748,-0.2615272018798208,-1.3944972530336464,-1.3708301204465072,-1.347162987859368,2,-1.4408425530049198,-0.8332879028670043
Mitchell Brook,West Brook,West Brook,46,3,2020-11-22,1,3.1018324582394383,1.06144535325813,1.1319930524122246,0.05963152015595099,3.0718324582394363,3.0718324582394367,-0.012135017572134818,-1.074855460805267,-0.1706225006707146,0.0934649860815264,0.19915246735327558,-1.1839417225231192,-0.9005968450887668,-0.8786398912291646,2,-0.9576434925811216,-0.5873506410274124
Mitchell Brook,West Brook,West Brook,47,16,2020-11-25,1,100.06244641600618,35.19183088465373,4.605794455251543,3.5608139785294655,99.90244641600619,99.90244641600617,1.5373665053280885,0.41303271560745025,1.0603461317712535,1.5951674038238313,1.991838661011788,0.05288839722826497,0.31712334279950055,0.8366891709147135,2,1.3403468039426492,0.6489955531839382
Mitchell Brook,West Brook,West Brook,48,13,2020-12-11,2,31.132713140114294,9.963554573666737,3.4382591358151964,2.2989338928345355,31.002713140114295,31.00271314011429,0.8535641199429174,-0.28203064376998277,0.736333344368176,0.8508843643266207,1.0056545125649576,-0.4242828906142156,-0.3748327709124724,-0.08115609845874222,2,0.5121157057979843,0.07143942179918406
Mitchell Brook,West Brook,West Brook,49,16,2020-12-24,1,157.36266804538764,86.5534979690011,5.058553128978932,4.460762696391909,157.20266804538764,157.20266804538767,2.085953241010186,1.2990372569969635,1.7572564167131715,2.070469391653641,2.3306357951845786,0.9921244498453605,1.2662485824393181,1.485390643471946,2,1.9310253662868793,1.3852124007711781
Mitchell Brook,West Brook,West Brook,50,6,2021-01-09,2,23.23438650072253,7.812422872157167,3.145633358087746,2.055715142649905,23.17438650072253,23.17438650072253,1.342458576615845,0.257242317017799,1.2548273677723993,1.2846808604431323,1.4245584429456835,0.16104814401686218,0.22874620267915324,0.3333671749237846,2,0.35247983006114375,0.5195430382406665
Mitchell Brook,West Brook,West Brook,51,8,2021-01-15,1,40.881041678102335,16.0574533418683,3.710666426933386,2.7761731244546843,40.80104167810234,40.80104167810234,1.5780674762080276,0.6058769525934982,1.4069173292397805,1.5564893303919627,1.640603935276679,0.3574448528980104,0.45488932164072016,0.7779325763068572,2,0.8253502019781787,0.8092375943890278
Mitchell Brook,West Brook,West Brook,52,13,2021-01-23,2,38.47430746693495,13.288390479265694,3.6499906800031034,2.5868907577360782,38.34430746693495,38.34430746693495,1.0484426726567302,0.0189583581826903,0.8994563515882045,0.9885911887623989,1.1393098328837656,-0.0033335481919707977,0.013167649364759917,0.03741987021808214,2,0.7011153049986945,0.32154330256316294
Mitchell Brook,West Brook,West Brook,53,3,2021-02-09,1,6.026907240296424,3.197300039747634,1.7962339836899892,1.1623067160799216,5.996907240296424,5.996907240296425,0.6965184893400498,0.05426360179024245,0.6772952657957857,0.7246010568603068,0.7297829966444425,-0.034951722417803734,0.02940097168336084,0.13104761094484782,2,-0.2339060322866699,0.350879851009391
Mitchell Brook,West Brook,West Brook,54,3,2021-02-12,2,6.2466238070037665,2.3548977255110906,1.8320411269132546,0.8564972978676186,6.216623807003768,6.216623807003768,0.731147815683586,-0.2647020181816536,0.6861377021198383,0.7127843927610709,0.7669762177860762,-0.4077116524007659,-0.34045130306749,-0.15956702640545956,2,-0.4346230997324823,0.08583847452147778
Mitchell Brook,West Brook,West Brook,55,4,2021-02-15,1,13.052327311481374,4.902054301853436,2.5689664559129133,1.589654362534047,13.012327311481373,13.012327311481373,1.111484382619096,0.11916392415056394,0.8710562489923461,1.1896942133564077,1.4301223469831577,-0.09747184139298828,0.21901975594827314,0.4356555214918254,2,0.04658227601191019,0.4048081420095449
Mitchell Brook,West Brook,West Brook,56,9,2021-02-19,2,24.75953654544913,7.777750253544519,3.2092107297675923,2.0512671258768873,24.669536545449134,24.669536545449134,0.9815025319389371,-0.15011539568817153,0.7788665991585046,0.9746495778641795,1.069375021702784,-0.22293515095008773,-0.12715979970285077,-0.08115609845874222,2,0.3495603879855891,0.18105311287481907
Mitchell Brook,West Brook,West Brook,57,3,2021-02-28,1,11.52451487161244,3.153355824536476,2.4444764944273336,1.1484672268870937,11.494514871612441,11.49451487161244,1.3267199388822508,0.021398598740124165,1.2304295633384386,1.4095327427448545,1.4644167163573651,-0.1252283645075703,0.021317250256570913,0.16798488774604203,2,-0.24298953828845035,0.3235709966963453
Mitchell Brook,West Brook,West Brook,58,7,2021-03-03,2,31.816386757154206,5.8242047842535545,3.45998146388991,1.7620224724076599,31.74638675715421,31.74638675715421,1.5077454788282048,-0.1888079649523975,1.4546170635003788,1.5190384576524607,1.5872183249927379,-0.25613576401870275,-0.1903145026250436,-0.13215849605836755,2,0.15971555273457358,0.14890189915295163
Mitchell Brook,West Brook,West Brook,59,7,2021-03-10,1,56.384273560119766,10.127421330402827,4.032190282035057,2.315246728145785,56.314273560119766,56.314273560119766,2.057651259034714,0.3420076842662739,1.908705904102094,2.1855174948132334,2.231568018497018,0.20460360775862607,0.2650164153678824,0.5360104162242634,2,0.5228225848880436,0.5899779948858961
Mitchell Brook,West Brook,West Brook,60,17,2021-03-17,1,94.215964926692,34.3387001670157,4.545589646274298,3.536273002889671,94.04596492669201,94.04596492669198,1.5510435241037843,0.649084992265272,1.0096304501269497,1.8817253299942662,2.0789767901428786,0.4125972182166379,0.5507786627439841,0.7879660575117488,2,1.3242394103526356,0.8451408942837323
